snapshot_month,customer_id,country_code,legal_entity,full_name,customer_segment,total_accounts,total_credit_limit,total_balance,total_available,avg_utilization,highest_util_account,currency_code,created_at
2025-01,CUST_000027,SG,SG_BANK,Ling Ng,affluent,1,21800.0,14462.0,7338.0,0.6634,ACC_0000036,SGD,2025-12-31 23:59:59
2025-01,CUST_000028,SG,SG_BANK,Na Lau,mass,1,14000.0,10298.11,3701.89,0.7356,ACC_0000037,SGD,2025-12-31 23:59:59
2025-01,CUST_000029,SG,SG_BANK,Xin Phua,mass,2,29700.0,16296.54,13403.46,0.5487,ACC_0000038,SGD,2025-12-31 23:59:59
2025-01,CUST_000030,SG,SG_BANK,Zuraidah binte Salleh,mass,1,28400.0,17095.53,11304.47,0.602,ACC_0000040,SGD,2025-12-31 23:59:59
2025-01,CUST_000031,SG,SG_BANK,Omar bin Ismail,affluent,1,41400.0,21932.53,19467.47,0.5298,ACC_0000041,SGD,2025-12-31 23:59:59
2025-01,CUST_000032,SG,SG_BANK,Suhaimi bin Aziz,affluent,1,71100.0,51853.21,19246.79,0.7293,ACC_0000042,SGD,2025-12-31 23:59:59
2025-01,CUST_000033,SG,SG_BANK,Fang Goh,mass,1,27200.0,9730.29,17469.71,0.3577,ACC_0000043,SGD,2025-12-31 23:59:59
2025-01,CUST_000034,SG,SG_BANK,Hong Goh,mass,1,10500.0,3922.22,6577.78,0.3735,ACC_0000044,SGD,2025-12-31 23:59:59
2025-01,CUST_000035,SG,SG_BANK,Cheng Ong,mass,1,39800.0,17693.13,22106.87,0.4446,ACC_0000045,SGD,2025-12-31 23:59:59
2025-01,CUST_000036,SG,SG_BANK,Iskandar bin Othman,mass,2,26700.0,8402.45,18297.55,0.3147,ACC_0000047,SGD,2025-12-31 23:59:59
2025-01,CUST_000037,SG,SG_BANK,Izzati binte Salleh,mass,1,16000.0,8183.41,7816.59,0.5115,ACC_0000048,SGD,2025-12-31 23:59:59
2025-01,CUST_000038,SG,SG_BANK,Fadzli bin Ahmad,affluent,1,20300.0,13527.58,6772.42,0.6664,ACC_0000049,SGD,2025-12-31 23:59:59
2025-01,CUST_000039,SG,SG_BANK,Jian Teo,mass,1,10700.0,9515.99,1184.01,0.8893,ACC_0000050,SGD,2025-12-31 23:59:59
2025-01,CUST_000040,SG,SG_BANK,Cheng Tay,mass,1,14200.0,8801.75,5398.25,0.6198,ACC_0000051,SGD,2025-12-31 23:59:59
2025-01,CUST_000041,SG,SG_BANK,Iskandar bin Ghani,premium,1,145700.0,101473.68,44226.32,0.6965,ACC_0000052,SGD,2025-12-31 23:59:59
2025-01,CUST_000042,SG,SG_BANK,Ying Ong,mass,1,14400.0,4205.29,10194.71,0.292,ACC_0000053,SGD,2025-12-31 23:59:59
2025-01,CUST_000043,SG,SG_BANK,Na Teo,mass,1,22500.0,15072.16,7427.84,0.6699,ACC_0000054,SGD,2025-12-31 23:59:59
2025-01,CUST_000044,SG,SG_BANK,Feng Tay,premium,1,71300.0,27612.8,43687.2,0.3873,ACC_0000055,SGD,2025-12-31 23:59:59
2025-01,CUST_000045,SG,SG_BANK,Jun Lee,mass,1,6000.0,5002.71,997.29,0.8338,ACC_0000056,SGD,2025-12-31 23:59:59
2025-01,CUST_000046,SG,SG_BANK,Fatin binte Othman,mass,1,16900.0,7660.05,9239.95,0.4533,ACC_0000057,SGD,2025-12-31 23:59:59
2025-01,CUST_000047,SG,SG_BANK,Feng Lau,premium,1,161000.0,113015.31,47984.69,0.702,ACC_0000058,SGD,2025-12-31 23:59:59
2025-01,CUST_000048,SG,SG_BANK,Zuraidah binte Ibrahim,premium,1,205200.0,90290.11,114909.89,0.44,ACC_0000059,SGD,2025-12-31 23:59:59
2025-01,CUST_000049,SG,SG_BANK,Yong Goh,affluent,1,69600.0,46602.3,22997.7,0.6696,ACC_0000060,SGD,2025-12-31 23:59:59
2025-01,CUST_000050,SG,SG_BANK,Rizal bin Bakar,affluent,1,20400.0,9391.27,11008.73,0.4604,ACC_0000061,SGD,2025-12-31 23:59:59
2025-01,CUST_000051,SG,SG_BANK,Farah binte Rahman,premium,1,95600.0,58474.81,37125.19,0.6117,ACC_0000062,SGD,2025-12-31 23:59:59
2025-01,CUST_000052,SG,SG_BANK,Hao Lau,mass,1,18700.0,9359.89,9340.11,0.5005,ACC_0000063,SGD,2025-12-31 23:59:59
2025-01,CUST_000053,SG,SG_BANK,Lin Ng,affluent,2,85900.0,39596.48,46303.52,0.461,ACC_0000064,SGD,2025-12-31 23:59:59
2025-01,CUST_000054,SG,SG_BANK,Kasim bin Ghani,affluent,1,69800.0,52300.46,17499.54,0.7493,ACC_0000066,SGD,2025-12-31 23:59:59
2025-01,CUST_000055,SG,SG_BANK,Zuraidah binte Salleh,mass,2,43200.0,19694.52,23505.48,0.4559,ACC_0000067,SGD,2025-12-31 23:59:59
2025-01,CUST_000056,SG,SG_BANK,Omar bin Ahmad,mass,2,54300.0,23635.68,30664.32,0.4353,ACC_0000070,SGD,2025-12-31 23:59:59
2025-01,CUST_000057,SG,SG_BANK,Nurulain binte Salleh,affluent,1,23700.0,14669.31,9030.69,0.619,ACC_0000071,SGD,2025-12-31 23:59:59
2025-01,CUST_000058,SG,SG_BANK,Bin Ho,mass,1,13700.0,5902.53,7797.47,0.4308,ACC_0000072,SGD,2025-12-31 23:59:59
2025-01,CUST_000059,SG,SG_BANK,Mei Chua,mass,1,14300.0,11086.36,3213.64,0.7753,ACC_0000073,SGD,2025-12-31 23:59:59
2025-01,CUST_000060,SG,SG_BANK,Hafiz bin Yahya,mass,1,25700.0,18256.23,7443.77,0.7104,ACC_0000074,SGD,2025-12-31 23:59:59
2025-01,CUST_000061,SG,SG_BANK,Ahmad bin Rahman,mass,2,33200.0,20947.21,12252.79,0.6309,ACC_0000075,SGD,2025-12-31 23:59:59
2025-01,CUST_000062,SG,SG_BANK,Farah binte Salleh,mass,1,20000.0,8320.66,11679.34,0.416,ACC_0000077,SGD,2025-12-31 23:59:59
2025-01,CUST_000063,SG,SG_BANK,Hana binte Aziz,premium,2,201200.0,106055.41,95144.59,0.5271,ACC_0000079,SGD,2025-12-31 23:59:59
2025-01,CUST_000064,SG,SG_BANK,Sheng Lim,affluent,1,28900.0,11471.2,17428.8,0.3969,ACC_0000080,SGD,2025-12-31 23:59:59
2025-01,CUST_000065,SG,SG_BANK,Bin Goh,premium,1,124700.0,48626.46,76073.54,0.3899,ACC_0000081,SGD,2025-12-31 23:59:59
2025-01,CUST_000066,SG,SG_BANK,Jian Yeo,mass,1,38000.0,13404.48,24595.52,0.3527,ACC_0000082,SGD,2025-12-31 23:59:59
2025-01,CUST_000067,SG,SG_BANK,Mei Wong,mass,2,44100.0,26281.21,17818.79,0.5959,ACC_0000083,SGD,2025-12-31 23:59:59
2025-01,CUST_000068,SG,SG_BANK,Irfan bin Yahya,affluent,1,95100.0,66273.85,28826.15,0.6969,ACC_0000085,SGD,2025-12-31 23:59:59
2025-01,CUST_000069,SG,SG_BANK,Sheng Heng,mass,1,33700.0,11771.06,21928.94,0.3493,ACC_0000086,SGD,2025-12-31 23:59:59
2025-01,CUST_000070,SG,SG_BANK,Hong Yeo,mass,1,18900.0,6030.91,12869.09,0.3191,ACC_0000087,SGD,2025-12-31 23:59:59
2025-01,CUST_000071,SG,SG_BANK,Irfan bin Abdullah,mass,1,17000.0,6696.98,10303.02,0.3939,ACC_0000088,SGD,2025-12-31 23:59:59
2025-01,CUST_000072,SG,SG_BANK,Suhaimi bin Mohamed,affluent,1,111500.0,45534.4,65965.6,0.4084,ACC_0000089,SGD,2025-12-31 23:59:59
2025-01,CUST_000073,SG,SG_BANK,Bin Lim,affluent,2,119400.0,51134.74,68265.26,0.4283,ACC_0000091,SGD,2025-12-31 23:59:59
2025-01,CUST_000074,SG,SG_BANK,Bin Heng,mass,1,23800.0,9921.1,13878.9,0.4169,ACC_0000092,SGD,2025-12-31 23:59:59
2025-01,CUST_000075,SG,SG_BANK,Xin Teo,premium,1,17000.0,6805.18,10194.82,0.4003,ACC_0000093,SGD,2025-12-31 23:59:59
2025-01,CUST_000076,SG,SG_BANK,Azrul bin Bakar,affluent,1,90000.0,21807.69,68192.31,0.2423,ACC_0000094,SGD,2025-12-31 23:59:59
2025-01,CUST_000077,SG,SG_BANK,Rizal bin Ibrahim,premium,1,126900.0,31748.86,95151.14,0.2502,ACC_0000095,SGD,2025-12-31 23:59:59
2025-01,CUST_000078,SG,SG_BANK,Yong Ong,premium,1,166100.0,67038.84,99061.16,0.4036,ACC_0000096,SGD,2025-12-31 23:59:59
2025-01,CUST_000079,SG,SG_BANK,Nordin bin Othman,mass,1,14000.0,8118.7,5881.3,0.5799,ACC_0000097,SGD,2025-12-31 23:59:59
2025-01,CUST_000080,SG,SG_BANK,Yong Lau,mass,1,7800.0,5759.41,2040.59,0.7384,ACC_0000098,SGD,2025-12-31 23:59:59
2025-01,CUST_000081,SG,SG_BANK,Feng Sim,affluent,1,71900.0,45605.99,26294.01,0.6343,ACC_0000099,SGD,2025-12-31 23:59:59
2025-01,CUST_000082,SG,SG_BANK,Feng Ng,mass,1,26600.0,10068.61,16531.39,0.3785,ACC_0000100,SGD,2025-12-31 23:59:59
2025-01,CUST_000083,SG,SG_BANK,Lin Ong,affluent,1,117600.0,66361.84,51238.16,0.5643,ACC_0000101,SGD,2025-12-31 23:59:59
2025-01,CUST_000084,SG,SG_BANK,Yong Chua,mass,1,17100.0,11146.94,5953.06,0.6519,ACC_0000102,SGD,2025-12-31 23:59:59
2025-01,CUST_000085,SG,SG_BANK,Ying Wong,mass,2,29800.0,19030.3,10769.7,0.6386,ACC_0000104,SGD,2025-12-31 23:59:59
2025-01,CUST_000086,SG,SG_BANK,Liyana binte Bakar,mass,1,10300.0,7586.48,2713.52,0.7366,ACC_0000105,SGD,2025-12-31 23:59:59
2025-01,CUST_000087,SG,SG_BANK,Fang Goh,affluent,1,61800.0,23681.1,38118.9,0.3832,ACC_0000106,SGD,2025-12-31 23:59:59
2025-01,CUST_000088,SG,SG_BANK,Jun Lau,affluent,1,89600.0,23372.76,66227.24,0.2609,ACC_0000107,SGD,2025-12-31 23:59:59
2025-01,CUST_000089,SG,SG_BANK,Xin Lim,affluent,2,80100.0,28425.33,51674.67,0.3549,ACC_0000109,SGD,2025-12-31 23:59:59
2025-01,CUST_000090,SG,SG_BANK,Hafiz bin Yahya,affluent,1,51000.0,23290.96,27709.04,0.4567,ACC_0000110,SGD,2025-12-31 23:59:59
2025-01,CUST_000091,SG,SG_BANK,Rashid bin Bakar,affluent,1,71100.0,39960.29,31139.71,0.562,ACC_0000111,SGD,2025-12-31 23:59:59
2025-01,CUST_000092,SG,SG_BANK,Kai Lau,affluent,2,133600.0,65791.0,67809.0,0.4924,ACC_0000112,SGD,2025-12-31 23:59:59
2025-01,CUST_000093,SG,SG_BANK,Bin Ng,affluent,1,39800.0,24994.28,14805.72,0.628,ACC_0000114,SGD,2025-12-31 23:59:59
2025-01,CUST_000094,SG,SG_BANK,Ying Lau,affluent,1,52400.0,24971.69,27428.31,0.4766,ACC_0000115,SGD,2025-12-31 23:59:59
2025-01,CUST_000095,SG,SG_BANK,Siti binte Othman,premium,2,168700.0,98652.52,70047.48,0.5848,ACC_0000116,SGD,2025-12-31 23:59:59
2025-01,CUST_000096,SG,SG_BANK,Wei Chua,affluent,1,24900.0,16785.16,8114.84,0.6741,ACC_0000118,SGD,2025-12-31 23:59:59
2025-01,CUST_000097,SG,SG_BANK,Fang Teo,mass,1,30800.0,8840.86,21959.14,0.287,ACC_0000119,SGD,2025-12-31 23:59:59
2025-01,CUST_000098,SG,SG_BANK,Izzati binte Mohamed,mass,1,33200.0,21534.93,11665.07,0.6486,ACC_0000120,SGD,2025-12-31 23:59:59
2025-01,CUST_000099,SG,SG_BANK,Nurulain binte Aziz,premium,1,171200.0,67437.8,103762.2,0.3939,ACC_0000121,SGD,2025-12-31 23:59:59
2025-01,CUST_000100,SG,SG_BANK,Izzati binte Salleh,mass,1,13600.0,5941.73,7658.27,0.4369,ACC_0000122,SGD,2025-12-31 23:59:59
2025-01,CUST_000101,SG,SG_BANK,Jing Teo,mass,1,10100.0,5504.57,4595.43,0.545,ACC_0000123,SGD,2025-12-31 23:59:59
2025-01,CUST_000102,SG,SG_BANK,Ying Heng,affluent,1,52700.0,13684.86,39015.14,0.2597,ACC_0000124,SGD,2025-12-31 23:59:59
2025-01,CUST_000103,SG,SG_BANK,Azrul bin Mohamed,affluent,1,53800.0,19750.93,34049.07,0.3671,ACC_0000125,SGD,2025-12-31 23:59:59
2025-01,CUST_000104,SG,SG_BANK,Wani binte Ghani,affluent,1,44100.0,30934.77,13165.23,0.7015,ACC_0000126,SGD,2025-12-31 23:59:59
2025-01,CUST_000105,SG,SG_BANK,Yong Sim,affluent,1,40200.0,14885.2,25314.8,0.3703,ACC_0000127,SGD,2025-12-31 23:59:59
2025-01,CUST_000106,SG,SG_BANK,Kai Tay,mass,1,30900.0,12231.01,18668.99,0.3958,ACC_0000128,SGD,2025-12-31 23:59:59
2025-01,CUST_000107,SG,SG_BANK,Feng Tay,affluent,1,91200.0,44762.82,46437.18,0.4908,ACC_0000129,SGD,2025-12-31 23:59:59
2025-01,CUST_000108,SG,SG_BANK,Omar bin Salleh,mass,1,16600.0,12579.17,4020.83,0.7578,ACC_0000130,SGD,2025-12-31 23:59:59
2025-01,CUST_000109,SG,SG_BANK,Rizal bin Othman,mass,1,24600.0,7052.75,17547.25,0.2867,ACC_0000131,SGD,2025-12-31 23:59:59
2025-01,CUST_000110,SG,SG_BANK,Fadzli bin Ghani,mass,1,27000.0,8292.81,18707.19,0.3071,ACC_0000132,SGD,2025-12-31 23:59:59
2025-01,CUST_000111,SG,SG_BANK,Yan Chen,premium,1,32500.0,11828.77,20671.23,0.364,ACC_0000133,SGD,2025-12-31 23:59:59
2025-01,CUST_000112,SG,SG_BANK,Yan Heng,mass,1,16900.0,7292.64,9607.36,0.4315,ACC_0000134,SGD,2025-12-31 23:59:59
2025-01,CUST_000113,SG,SG_BANK,Sheng Phua,mass,1,30000.0,11785.21,18214.79,0.3928,ACC_0000135,SGD,2025-12-31 23:59:59
2025-01,CUST_000114,SG,SG_BANK,Lin Sim,affluent,2,132500.0,93012.65,39487.35,0.702,ACC_0000136,SGD,2025-12-31 23:59:59
2025-01,CUST_000115,SG,SG_BANK,Wani binte Othman,affluent,1,43400.0,17298.23,26101.77,0.3986,ACC_0000138,SGD,2025-12-31 23:59:59
2025-01,CUST_000116,SG,SG_BANK,Hong Ong,mass,1,16800.0,10924.83,5875.17,0.6503,ACC_0000139,SGD,2025-12-31 23:59:59
2025-01,CUST_000117,SG,SG_BANK,Rizal bin Yahya,mass,1,16400.0,7518.93,8881.07,0.4585,ACC_0000140,SGD,2025-12-31 23:59:59
2025-01,CUST_000118,SG,SG_BANK,Feng Sim,mass,1,10200.0,6205.71,3994.29,0.6084,ACC_0000141,SGD,2025-12-31 23:59:59
2025-01,CUST_000119,SG,SG_BANK,Siti binte Ghani,affluent,1,98300.0,22866.95,75433.05,0.2326,ACC_0000142,SGD,2025-12-31 23:59:59
2025-01,CUST_000120,SG,SG_BANK,Ling Lau,affluent,1,89700.0,36556.84,53143.16,0.4075,ACC_0000143,SGD,2025-12-31 23:59:59
2025-01,CUST_000121,SG,SG_BANK,Xin Wong,mass,1,21900.0,9332.26,12567.74,0.4261,ACC_0000144,SGD,2025-12-31 23:59:59
2025-01,CUST_000122,SG,SG_BANK,Kai Yeo,mass,1,11600.0,7812.05,3787.95,0.6735,ACC_0000145,SGD,2025-12-31 23:59:59
2025-01,CUST_000123,SG,SG_BANK,Hong Lim,affluent,1,57000.0,16831.62,40168.38,0.2953,ACC_0000146,SGD,2025-12-31 23:59:59
2025-01,CUST_000124,SG,SG_BANK,Nurulain binte Aziz,affluent,1,28000.0,15588.1,12411.9,0.5567,ACC_0000147,SGD,2025-12-31 23:59:59
2025-01,CUST_000125,SG,SG_BANK,Muhammad bin Hassan,affluent,1,84300.0,23631.88,60668.12,0.2803,ACC_0000148,SGD,2025-12-31 23:59:59
2025-01,CUST_000126,SG,SG_BANK,Izzati binte Ahmad,mass,1,35100.0,11694.48,23405.52,0.3332,ACC_0000149,SGD,2025-12-31 23:59:59
2025-01,CUST_000127,SG,SG_BANK,Hao Sim,mass,1,17700.0,12466.94,5233.06,0.7043,ACC_0000150,SGD,2025-12-31 23:59:59
2025-01,CUST_000128,SG,SG_BANK,Irfan bin Othman,affluent,1,35900.0,17307.58,18592.42,0.4821,ACC_0000151,SGD,2025-12-31 23:59:59
2025-01,CUST_000129,SG,SG_BANK,Hong Lee,affluent,2,139300.0,83961.27,55338.73,0.6027,ACC_0000153,SGD,2025-12-31 23:59:59
2025-01,CUST_000130,SG,SG_BANK,Xin Chen,affluent,1,41600.0,17037.69,24562.31,0.4096,ACC_0000154,SGD,2025-12-31 23:59:59
2025-01,CUST_000131,SG,SG_BANK,Rashid bin Aziz,affluent,2,41600.0,21600.6,19999.4,0.5192,ACC_0000155,SGD,2025-12-31 23:59:59
2025-01,CUST_000132,SG,SG_BANK,Yong Ho,premium,1,189200.0,133272.26,55927.74,0.7044,ACC_0000157,SGD,2025-12-31 23:59:59
2025-01,CUST_000133,SG,SG_BANK,Nadia binte Yahya,premium,1,50100.0,36805.76,13294.24,0.7346,ACC_0000158,SGD,2025-12-31 23:59:59
2025-01,CUST_000134,SG,SG_BANK,Aisha binte Ismail,mass,1,15300.0,7774.34,7525.66,0.5081,ACC_0000159,SGD,2025-12-31 23:59:59
2025-01,CUST_000135,SG,SG_BANK,Fadzli bin Ibrahim,affluent,2,78100.0,43196.84,34903.16,0.5531,ACC_0000161,SGD,2025-12-31 23:59:59
2025-01,CUST_000136,SG,SG_BANK,Hafiz bin Ghani,affluent,2,250100.0,68052.44,182047.56,0.2721,ACC_0000162,SGD,2025-12-31 23:59:59
2025-01,CUST_000137,SG,SG_BANK,Sheng Chua,affluent,2,76900.0,31504.99,45395.01,0.4097,ACC_0000165,SGD,2025-12-31 23:59:59
2025-01,CUST_000138,SG,SG_BANK,Hui Lim,premium,1,163100.0,47089.6,116010.4,0.2887,ACC_0000166,SGD,2025-12-31 23:59:59
2025-01,CUST_000139,SG,SG_BANK,Yan Sim,mass,1,16400.0,5070.76,11329.24,0.3092,ACC_0000167,SGD,2025-12-31 23:59:59
2025-01,CUST_000140,SG,SG_BANK,Jian Lim,affluent,2,42000.0,17624.86,24375.14,0.4196,ACC_0000169,SGD,2025-12-31 23:59:59
2025-01,CUST_000141,SG,SG_BANK,Yong Wong,premium,1,149000.0,90713.21,58286.79,0.6088,ACC_0000170,SGD,2025-12-31 23:59:59
2025-01,CUST_000142,SG,SG_BANK,Irfan bin Ghani,mass,1,40000.0,24952.46,15047.54,0.6238,ACC_0000171,SGD,2025-12-31 23:59:59
2025-01,CUST_000143,SG,SG_BANK,Yong Ho,affluent,1,26300.0,12710.51,13589.49,0.4833,ACC_0000172,SGD,2025-12-31 23:59:59
2025-01,CUST_000144,SG,SG_BANK,Muhammad bin Hassan,affluent,1,64000.0,48243.51,15756.49,0.7538,ACC_0000173,SGD,2025-12-31 23:59:59
2025-01,CUST_000145,SG,SG_BANK,Kasim bin Rahman,mass,2,33600.0,16919.77,16680.23,0.5036,ACC_0000175,SGD,2025-12-31 23:59:59
2025-01,CUST_000146,SG,SG_BANK,Ming Ong,affluent,1,82100.0,42804.4,39295.6,0.5214,ACC_0000176,SGD,2025-12-31 23:59:59
2025-01,CUST_000147,SG,SG_BANK,Bin Wong,mass,1,13600.0,6157.92,7442.08,0.4528,ACC_0000177,SGD,2025-12-31 23:59:59
2025-01,CUST_000148,SG,SG_BANK,Siti binte Othman,mass,1,8400.0,4226.85,4173.15,0.5032,ACC_0000178,SGD,2025-12-31 23:59:59
2025-01,CUST_000149,SG,SG_BANK,Jing Phua,premium,1,175000.0,124394.96,50605.04,0.7108,ACC_0000179,SGD,2025-12-31 23:59:59
2025-01,CUST_000150,SG,SG_BANK,Hanis binte Aziz,mass,1,29600.0,12216.26,17383.74,0.4127,ACC_0000180,SGD,2025-12-31 23:59:59
2025-01,CUST_000151,MY,MY_BANK,Hui Ng,mass,1,13400.0,11458.38,1941.62,0.8551,ACC_0000181,MYR,2025-12-31 23:59:59
2025-01,CUST_000152,MY,MY_BANK,Izzati binte Abdullah,mass,1,12500.0,15504.94,0.0,1.2404,ACC_0000182,MYR,2025-12-31 23:59:59
2025-01,CUST_000153,MY,MY_BANK,Putri binte Daud,mass,1,6100.0,9120.51,0.0,1.4952,ACC_0000183,MYR,2025-12-31 23:59:59
2025-01,CUST_000154,MY,MY_BANK,Sheng Tay,mass,1,14800.0,5433.93,9366.07,0.3672,ACC_0000184,MYR,2025-12-31 23:59:59
2025-01,CUST_000155,MY,MY_BANK,Faizal bin Aziz,mass,1,9400.0,6941.0,2459.0,0.7384,ACC_0000185,MYR,2025-12-31 23:59:59
2025-01,CUST_000156,MY,MY_BANK,Yong Tay,affluent,1,23800.0,20940.75,2859.25,0.8799,ACC_0000186,MYR,2025-12-31 23:59:59
2025-01,CUST_000157,MY,MY_BANK,Ahmad bin Daud,mass,2,61300.0,21332.81,39967.19,0.348,ACC_0000187,MYR,2025-12-31 23:59:59
2025-01,CUST_000158,MY,MY_BANK,Kai Heng,affluent,1,31800.0,17824.26,13975.74,0.5605,ACC_0000189,MYR,2025-12-31 23:59:59
2025-01,CUST_000159,MY,MY_BANK,Hafiz bin Rahman,premium,1,28400.0,22217.0,6183.0,0.7823,ACC_0000190,MYR,2025-12-31 23:59:59
2025-01,CUST_000160,MY,MY_BANK,Mei Ong,mass,1,10800.0,6190.79,4609.21,0.5732,ACC_0000191,MYR,2025-12-31 23:59:59
2025-01,CUST_000161,MY,MY_BANK,Aisha binte Salleh,premium,1,56200.0,55492.99,707.01,0.9874,ACC_0000192,MYR,2025-12-31 23:59:59
2025-01,CUST_000162,MY,MY_BANK,Hafiz bin Rahman,affluent,2,70900.0,57228.45,13671.55,0.8072,ACC_0000193,MYR,2025-12-31 23:59:59
2025-01,CUST_000163,MY,MY_BANK,Wei Tay,affluent,1,38800.0,25160.13,13639.87,0.6485,ACC_0000195,MYR,2025-12-31 23:59:59
2025-01,CUST_000164,MY,MY_BANK,Wani binte Ahmad,affluent,1,29900.0,19184.3,10715.7,0.6416,ACC_0000196,MYR,2025-12-31 23:59:59
2025-01,CUST_000165,MY,MY_BANK,Hao Sim,mass,1,14000.0,14778.98,0.0,1.0556,ACC_0000197,MYR,2025-12-31 23:59:59
2025-01,CUST_000166,MY,MY_BANK,Hafiz bin Ibrahim,affluent,1,53200.0,34211.48,18988.52,0.6431,ACC_0000198,MYR,2025-12-31 23:59:59
2025-01,CUST_000167,MY,MY_BANK,Jian Tay,mass,2,38600.0,32437.43,6162.57,0.8403,ACC_0000199,MYR,2025-12-31 23:59:59
2025-01,CUST_000168,MY,MY_BANK,Bin Lim,mass,1,21900.0,14697.56,7202.44,0.6711,ACC_0000201,MYR,2025-12-31 23:59:59
2025-01,CUST_000169,MY,MY_BANK,Hanis binte Ghani,mass,1,12800.0,5369.64,7430.36,0.4195,ACC_0000202,MYR,2025-12-31 23:59:59
2025-01,CUST_000170,MY,MY_BANK,Rashid bin Rahman,mass,1,14000.0,8354.39,5645.61,0.5967,ACC_0000203,MYR,2025-12-31 23:59:59
