statement_id,account_id,customer_id,country_code,legal_entity,full_name,customer_segment,statement_month,statement_date,opening_balance,closing_balance,total_spend,total_credits,total_fees,minimum_due,total_due,due_date,payment_status,credit_limit,available_credit,utilization_rate,transaction_count,interest_charged,created_at
STMT_00000021,ACC_0000002,CUST_000002,SG,SG_BANK,Cheng Ong,premium,2025-09,2025-09-30,0.0,8493.08,8493.08,0,0.0,254.79,8493.08,2025-10-21,paid_partial,186800.0,178306.92,0.0455,33,0.0,2025-09-30 23:59:00
STMT_00000022,ACC_0000002,CUST_000002,SG,SG_BANK,Cheng Ong,premium,2025-10,2025-10-31,5530.25,11506.45,5907.07,0,69.13,345.19,11506.45,2025-11-21,paid_partial,186800.0,175293.55,0.0616,27,69.13,2025-10-31 23:59:00
STMT_00000023,ACC_0000002,CUST_000002,SG,SG_BANK,Cheng Ong,premium,2025-11,2025-11-30,4901.51,8875.46,3912.68,0,61.27,266.26,8875.46,2025-12-21,overdue,186800.0,177924.54,0.0475,18,61.27,2025-11-30 23:59:00
STMT_00000024,ACC_0000002,CUST_000002,SG,SG_BANK,Cheng Ong,premium,2025-12,2025-12-31,8634.2,15586.18,6844.05,0,107.93,467.59,15586.18,2026-01-21,paid_full,186800.0,171213.82,0.0834,26,107.93,2025-12-31 23:59:00
STMT_00000025,ACC_0000003,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-01,2025-01-31,5381.02,6738.07,1249.43,0,107.62,202.14,6738.07,2025-02-21,paid_partial,17600.0,10861.93,0.3828,5,107.62,2025-01-31 23:59:00
STMT_00000026,ACC_0000003,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-02,2025-02-28,739.3,1524.28,770.19,0,14.79,50.0,1524.28,2025-03-21,paid_minimum,17600.0,16075.72,0.0866,4,14.79,2025-02-28 23:59:00
STMT_00000027,ACC_0000003,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-03,2025-03-31,1474.28,2237.31,733.54,0,29.49,67.12,2237.31,2025-04-21,paid_full,17600.0,15362.69,0.1271,4,29.49,2025-03-31 23:59:00
STMT_00000028,ACC_0000003,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-04,2025-04-30,0.0,1740.14,1740.14,0,0.0,52.2,1740.14,2025-05-21,paid_partial,17600.0,15859.86,0.0989,5,0.0,2025-04-30 23:59:00
STMT_00000029,ACC_0000003,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-05,2025-05-31,633.6,1057.87,411.6,0,12.67,50.0,1057.87,2025-06-21,paid_partial,17600.0,16542.13,0.0601,5,12.67,2025-05-31 23:59:00
STMT_00000030,ACC_0000003,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-06,2025-06-30,318.11,3146.51,2822.04,0,6.36,94.4,3146.51,2025-07-21,overdue,17600.0,14453.49,0.1788,6,6.36,2025-06-30 23:59:00
STMT_00000031,ACC_0000003,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-07,2025-07-31,3077.11,4175.19,1036.54,0,61.54,125.26,4175.19,2025-08-21,paid_full,17600.0,13424.81,0.2372,4,61.54,2025-07-31 23:59:00
STMT_00000032,ACC_0000003,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-08,2025-08-31,0.0,1493.89,1493.89,0,0.0,50.0,1493.89,2025-09-21,paid_partial,17600.0,16106.11,0.0849,9,0.0,2025-08-31 23:59:00
STMT_00000033,ACC_0000003,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-09,2025-09-30,699.24,1380.84,667.62,0,13.98,50.0,1380.84,2025-10-21,paid_full,17600.0,16219.16,0.0785,5,13.98,2025-09-30 23:59:00
STMT_00000034,ACC_0000003,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-10,2025-10-31,0.0,267.83,267.83,0,0.0,50.0,267.83,2025-11-21,paid_partial,17600.0,17332.17,0.0152,3,0.0,2025-10-31 23:59:00
STMT_00000035,ACC_0000003,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-11,2025-11-30,70.87,80.1,7.81,0,1.42,50.0,80.1,2025-12-21,paid_minimum,17600.0,17519.9,0.0046,1,1.42,2025-11-30 23:59:00
STMT_00000036,ACC_0000003,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-12,2025-12-31,30.1,1210.8,1180.1,0,0.6,50.0,1210.8,2026-01-21,paid_full,17600.0,16389.2,0.0688,6,0.6,2025-12-31 23:59:00
STMT_00000037,ACC_0000004,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-01,2025-01-31,11939.64,13082.73,924.2,0,218.89,392.48,13082.73,2025-02-21,paid_full,24300.0,11217.27,0.5384,2,218.89,2025-01-31 23:59:00
STMT_00000038,ACC_0000004,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-02,2025-02-28,0.0,348.63,348.63,0,0.0,50.0,348.63,2025-03-21,paid_minimum,24300.0,23951.37,0.0143,5,0.0,2025-02-28 23:59:00
STMT_00000039,ACC_0000004,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-03,2025-03-31,298.63,407.24,103.14,0,5.47,50.0,407.24,2025-04-21,overdue,24300.0,23892.76,0.0168,2,5.47,2025-03-31 23:59:00
STMT_00000040,ACC_0000004,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-04,2025-04-30,382.24,2063.55,1674.3,0,7.01,61.91,2063.55,2025-05-21,overdue,24300.0,22236.45,0.0849,3,7.01,2025-04-30 23:59:00
STMT_00000041,ACC_0000004,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-05,2025-05-31,2026.64,2590.97,527.17,0,37.16,77.73,2590.97,2025-06-21,overdue,24300.0,21709.03,0.1066,5,37.16,2025-05-31 23:59:00
STMT_00000042,ACC_0000004,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-06,2025-06-30,2538.24,3354.59,769.82,0,46.53,100.64,3354.59,2025-07-21,paid_minimum,24300.0,20945.41,0.138,2,46.53,2025-06-30 23:59:00
STMT_00000043,ACC_0000004,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-07,2025-07-31,3253.95,3566.31,252.7,0,59.66,106.99,3566.31,2025-08-21,paid_partial,24300.0,20733.69,0.1468,4,59.66,2025-07-31 23:59:00
STMT_00000044,ACC_0000004,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-08,2025-08-31,404.12,1038.19,626.66,0,7.41,50.0,1038.19,2025-09-21,paid_full,24300.0,23261.81,0.0427,4,7.41,2025-08-31 23:59:00
STMT_00000045,ACC_0000004,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-09,2025-09-30,0.0,674.66,674.66,0,0.0,50.0,674.66,2025-10-21,paid_full,24300.0,23625.34,0.0278,6,0.0,2025-09-30 23:59:00
STMT_00000046,ACC_0000004,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-10,2025-10-31,0.0,327.36,327.36,0,0.0,50.0,327.36,2025-11-21,paid_partial,24300.0,23972.64,0.0135,3,0.0,2025-10-31 23:59:00
STMT_00000047,ACC_0000004,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-11,2025-11-30,108.85,438.28,327.43,0,2.0,50.0,438.28,2025-12-21,paid_partial,24300.0,23861.72,0.018,3,2.0,2025-11-30 23:59:00
STMT_00000048,ACC_0000004,CUST_000003,SG,SG_BANK,Jian Lee,mass,2025-12,2025-12-31,265.63,900.2,629.7,0,4.87,50.0,900.2,2026-01-21,paid_partial,24300.0,23399.8,0.037,4,4.87,2025-12-31 23:59:00
STMT_00000049,ACC_0000005,CUST_000004,SG,SG_BANK,Hong Ong,mass,2025-01,2025-01-31,21106.46,22222.75,729.34,0,386.95,666.68,22222.75,2025-02-21,paid_partial,45500.0,23277.25,0.4884,5,386.95,2025-01-31 23:59:00
STMT_00000050,ACC_0000005,CUST_000004,SG,SG_BANK,Hong Ong,mass,2025-02,2025-02-28,15514.67,16039.36,240.25,0,284.44,481.18,16039.36,2025-03-21,paid_partial,45500.0,29460.64,0.3525,4,284.44,2025-02-28 23:59:00
STMT_00000051,ACC_0000005,CUST_000004,SG,SG_BANK,Hong Ong,mass,2025-03,2025-03-31,4703.76,5213.64,423.64,0,86.24,156.41,5213.64,2025-04-21,paid_full,45500.0,40286.36,0.1146,2,86.24,2025-03-31 23:59:00
STMT_00000052,ACC_0000005,CUST_000004,SG,SG_BANK,Hong Ong,mass,2025-04,2025-04-30,0.0,1638.6,1638.6,0,0.0,50.0,1638.6,2025-05-21,overdue,45500.0,43861.4,0.036,6,0.0,2025-04-30 23:59:00
STMT_00000053,ACC_0000005,CUST_000004,SG,SG_BANK,Hong Ong,mass,2025-05,2025-05-31,1613.6,3009.48,1366.3,0,29.58,90.28,3009.48,2025-06-21,paid_full,45500.0,42490.52,0.0661,6,29.58,2025-05-31 23:59:00
STMT_00000054,ACC_0000005,CUST_000004,SG,SG_BANK,Hong Ong,mass,2025-06,2025-06-30,0.0,1366.73,1366.73,0,0.0,50.0,1366.73,2025-07-21,paid_full,45500.0,44133.27,0.03,8,0.0,2025-06-30 23:59:00
STMT_00000055,ACC_0000005,CUST_000004,SG,SG_BANK,Hong Ong,mass,2025-07,2025-07-31,0.0,226.02,226.02,0,0.0,50.0,226.02,2025-08-21,paid_full,45500.0,45273.98,0.005,1,0.0,2025-07-31 23:59:00
STMT_00000056,ACC_0000005,CUST_000004,SG,SG_BANK,Hong Ong,mass,2025-08,2025-08-31,0.0,1073.63,1073.63,0,0.0,50.0,1073.63,2025-09-21,paid_partial,45500.0,44426.37,0.0236,6,0.0,2025-08-31 23:59:00
STMT_00000057,ACC_0000005,CUST_000004,SG,SG_BANK,Hong Ong,mass,2025-09,2025-09-30,437.23,697.03,251.78,0,8.02,50.0,697.03,2025-10-21,paid_full,45500.0,44802.97,0.0153,2,8.02,2025-09-30 23:59:00
STMT_00000058,ACC_0000005,CUST_000004,SG,SG_BANK,Hong Ong,mass,2025-10,2025-10-31,0.0,893.03,893.03,0,0.0,50.0,893.03,2025-11-21,paid_full,45500.0,44606.97,0.0196,5,0.0,2025-10-31 23:59:00
STMT_00000059,ACC_0000005,CUST_000004,SG,SG_BANK,Hong Ong,mass,2025-11,2025-11-30,0.0,237.42,237.42,0,0.0,50.0,237.42,2025-12-21,paid_partial,45500.0,45262.58,0.0052,2,0.0,2025-11-30 23:59:00
STMT_00000060,ACC_0000005,CUST_000004,SG,SG_BANK,Hong Ong,mass,2025-12,2025-12-31,124.0,2346.55,2220.28,0,2.27,70.4,2346.55,2026-01-21,paid_partial,45500.0,43153.45,0.0516,6,2.27,2025-12-31 23:59:00
STMT_00000061,ACC_0000006,CUST_000005,SG,SG_BANK,Jing Ho,mass,2025-01,2025-01-31,10055.85,10629.43,372.46,0,201.12,318.88,10629.43,2025-02-21,paid_full,27600.0,16970.57,0.3851,3,201.12,2025-01-31 23:59:00
STMT_00000062,ACC_0000006,CUST_000005,SG,SG_BANK,Jing Ho,mass,2025-02,2025-02-28,0.0,628.85,628.85,0,0.0,50.0,628.85,2025-03-21,paid_full,27600.0,26971.15,0.0228,3,0.0,2025-02-28 23:59:00
STMT_00000063,ACC_0000006,CUST_000005,SG,SG_BANK,Jing Ho,mass,2025-03,2025-03-31,0.0,1386.45,1386.45,0,0.0,50.0,1386.45,2025-04-21,overdue,27600.0,26213.55,0.0502,5,0.0,2025-03-31 23:59:00
STMT_00000064,ACC_0000006,CUST_000005,SG,SG_BANK,Jing Ho,mass,2025-04,2025-04-30,1361.45,2702.78,1314.1,0,27.23,81.08,2702.78,2025-05-21,paid_full,27600.0,24897.22,0.0979,6,27.23,2025-04-30 23:59:00
STMT_00000065,ACC_0000006,CUST_000005,SG,SG_BANK,Jing Ho,mass,2025-05,2025-05-31,0.0,173.94,173.94,0,0.0,50.0,173.94,2025-06-21,paid_full,27600.0,27426.06,0.0063,3,0.0,2025-05-31 23:59:00
STMT_00000066,ACC_0000006,CUST_000005,SG,SG_BANK,Jing Ho,mass,2025-06,2025-06-30,0.0,581.48,581.48,0,0.0,50.0,581.48,2025-07-21,overdue,27600.0,27018.52,0.0211,4,0.0,2025-06-30 23:59:00
STMT_00000067,ACC_0000006,CUST_000005,SG,SG_BANK,Jing Ho,mass,2025-07,2025-07-31,556.48,2417.02,1849.41,0,11.13,72.51,2417.02,2025-08-21,paid_full,27600.0,25182.98,0.0876,8,11.13,2025-07-31 23:59:00
STMT_00000068,ACC_0000006,CUST_000005,SG,SG_BANK,Jing Ho,mass,2025-08,2025-08-31,0.0,811.77,811.77,0,0.0,50.0,811.77,2025-09-21,paid_full,27600.0,26788.23,0.0294,4,0.0,2025-08-31 23:59:00
STMT_00000069,ACC_0000006,CUST_000005,SG,SG_BANK,Jing Ho,mass,2025-09,2025-09-30,0.0,2348.47,2348.47,0,0.0,70.45,2348.47,2025-10-21,paid_full,27600.0,25251.53,0.0851,10,0.0,2025-09-30 23:59:00
STMT_00000070,ACC_0000006,CUST_000005,SG,SG_BANK,Jing Ho,mass,2025-10,2025-10-31,0.0,167.6,167.6,0,0.0,50.0,167.6,2025-11-21,paid_partial,27600.0,27432.4,0.0061,4,0.0,2025-10-31 23:59:00
STMT_00000071,ACC_0000006,CUST_000005,SG,SG_BANK,Jing Ho,mass,2025-11,2025-11-30,93.91,1615.68,1519.89,0,1.88,50.0,1615.68,2025-12-21,paid_full,27600.0,25984.32,0.0585,5,1.88,2025-11-30 23:59:00
STMT_00000072,ACC_0000006,CUST_000005,SG,SG_BANK,Jing Ho,mass,2025-12,2025-12-31,0.0,1330.23,1330.23,0,0.0,50.0,1330.23,2026-01-21,paid_partial,27600.0,26269.77,0.0482,8,0.0,2025-12-31 23:59:00
STMT_00000073,ACC_0000007,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-01,2025-01-31,5954.83,6572.48,508.48,0,109.17,197.17,6572.48,2025-02-21,paid_full,12400.0,5827.52,0.53,2,109.17,2025-01-31 23:59:00
STMT_00000074,ACC_0000007,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-02,2025-02-28,0.0,1186.16,1186.16,0,0.0,50.0,1186.16,2025-03-21,overdue,12400.0,11213.84,0.0957,4,0.0,2025-02-28 23:59:00
STMT_00000075,ACC_0000007,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-03,2025-03-31,1161.16,3301.04,2118.59,0,21.29,99.03,3301.04,2025-04-21,paid_full,12400.0,9098.96,0.2662,7,21.29,2025-03-31 23:59:00
STMT_00000076,ACC_0000007,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-04,2025-04-30,0.0,1500.39,1500.39,0,0.0,50.0,1500.39,2025-05-21,overdue,12400.0,10899.61,0.121,5,0.0,2025-04-30 23:59:00
STMT_00000077,ACC_0000007,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-05,2025-05-31,1475.39,4167.5,2665.06,0,27.05,125.02,4167.5,2025-06-21,paid_partial,12400.0,8232.5,0.3361,10,27.05,2025-05-31 23:59:00
STMT_00000078,ACC_0000007,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-06,2025-06-30,2285.1,3152.2,825.21,0,41.89,94.57,3152.2,2025-07-21,paid_full,12400.0,9247.8,0.2542,3,41.89,2025-06-30 23:59:00
STMT_00000079,ACC_0000007,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-07,2025-07-31,0.0,542.72,542.72,0,0.0,50.0,542.72,2025-08-21,paid_partial,12400.0,11857.28,0.0438,1,0.0,2025-07-31 23:59:00
STMT_00000080,ACC_0000007,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-08,2025-08-31,273.52,798.41,519.88,0,5.01,50.0,798.41,2025-09-21,paid_full,12400.0,11601.59,0.0644,3,5.01,2025-08-31 23:59:00
STMT_00000081,ACC_0000007,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-09,2025-09-30,0.0,712.25,712.25,0,0.0,50.0,712.25,2025-10-21,paid_minimum,12400.0,11687.75,0.0574,5,0.0,2025-09-30 23:59:00
STMT_00000082,ACC_0000007,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-10,2025-10-31,662.25,3630.05,2955.66,0,12.14,108.9,3630.05,2025-11-21,paid_full,12400.0,8769.95,0.2927,8,12.14,2025-10-31 23:59:00
STMT_00000083,ACC_0000007,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-11,2025-11-30,0.0,1106.57,1106.57,0,0.0,50.0,1106.57,2025-12-21,paid_full,12400.0,11293.43,0.0892,4,0.0,2025-11-30 23:59:00
STMT_00000084,ACC_0000007,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-12,2025-12-31,0.0,510.48,510.48,0,0.0,50.0,510.48,2026-01-21,paid_minimum,12400.0,11889.52,0.0412,3,0.0,2025-12-31 23:59:00
STMT_00000085,ACC_0000008,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-01,2025-01-31,13065.25,14048.96,744.18,0,239.53,421.47,14048.96,2025-02-21,paid_full,21300.0,7251.04,0.6596,7,239.53,2025-01-31 23:59:00
STMT_00000086,ACC_0000008,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-02,2025-02-28,0.0,1141.85,1141.85,0,0.0,50.0,1141.85,2025-03-21,paid_full,21300.0,20158.15,0.0536,6,0.0,2025-02-28 23:59:00
STMT_00000087,ACC_0000008,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-03,2025-03-31,0.0,1047.53,1047.53,0,0.0,50.0,1047.53,2025-04-21,paid_full,21300.0,20252.47,0.0492,8,0.0,2025-03-31 23:59:00
STMT_00000088,ACC_0000008,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-04,2025-04-30,0.0,641.58,641.58,0,0.0,50.0,641.58,2025-05-21,paid_partial,21300.0,20658.42,0.0301,3,0.0,2025-04-30 23:59:00
STMT_00000089,ACC_0000008,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-05,2025-05-31,294.64,443.45,143.41,0,5.4,50.0,443.45,2025-06-21,overdue,21300.0,20856.55,0.0208,2,5.4,2025-05-31 23:59:00
STMT_00000090,ACC_0000008,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-06,2025-06-30,468.45,1545.47,1068.43,0,8.59,50.0,1545.47,2025-07-21,paid_full,21300.0,19754.53,0.0726,5,8.59,2025-06-30 23:59:00
STMT_00000091,ACC_0000008,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-07,2025-07-31,0.0,2103.46,2103.46,0,0.0,63.1,2103.46,2025-08-21,paid_partial,21300.0,19196.54,0.0988,10,0.0,2025-07-31 23:59:00
STMT_00000092,ACC_0000008,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-08,2025-08-31,1119.49,3404.33,2264.32,0,20.52,102.13,3404.33,2025-09-21,paid_full,21300.0,17895.67,0.1598,7,20.52,2025-08-31 23:59:00
STMT_00000093,ACC_0000008,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-09,2025-09-30,0.0,998.8,998.8,0,0.0,50.0,998.8,2025-10-21,paid_full,21300.0,20301.2,0.0469,4,0.0,2025-09-30 23:59:00
STMT_00000094,ACC_0000008,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-10,2025-10-31,0.0,241.77,241.77,0,0.0,50.0,241.77,2025-11-21,paid_full,21300.0,21058.23,0.0114,3,0.0,2025-10-31 23:59:00
STMT_00000095,ACC_0000008,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-11,2025-11-30,0.0,1427.59,1427.59,0,0.0,50.0,1427.59,2025-12-21,paid_partial,21300.0,19872.41,0.067,7,0.0,2025-11-30 23:59:00
STMT_00000096,ACC_0000008,CUST_000006,SG,SG_BANK,Wani binte Ibrahim,mass,2025-12,2025-12-31,295.12,1956.56,1656.03,0,5.41,58.7,1956.56,2026-01-21,paid_full,21300.0,19343.44,0.0919,8,5.41,2025-12-31 23:59:00
STMT_00000097,ACC_0000009,CUST_000007,SG,SG_BANK,Iskandar bin Ghani,mass,2025-01,2025-01-31,7769.46,8637.85,725.95,0,142.44,259.14,8637.85,2025-02-21,paid_full,30000.0,21362.15,0.2879,3,142.44,2025-01-31 23:59:00
STMT_00000098,ACC_0000009,CUST_000007,SG,SG_BANK,Iskandar bin Ghani,mass,2025-02,2025-02-28,0.0,596.83,596.83,0,0.0,50.0,596.83,2025-03-21,overdue,30000.0,29403.17,0.0199,3,0.0,2025-02-28 23:59:00
STMT_00000099,ACC_0000009,CUST_000007,SG,SG_BANK,Iskandar bin Ghani,mass,2025-03,2025-03-31,571.83,1038.44,456.13,0,10.48,50.0,1038.44,2025-04-21,paid_full,30000.0,28961.56,0.0346,5,10.48,2025-03-31 23:59:00
STMT_00000100,ACC_0000009,CUST_000007,SG,SG_BANK,Iskandar bin Ghani,mass,2025-04,2025-04-30,0.0,444.67,444.67,0,0.0,50.0,444.67,2025-05-21,paid_partial,30000.0,29555.33,0.0148,2,0.0,2025-04-30 23:59:00
STMT_00000101,ACC_0000009,CUST_000007,SG,SG_BANK,Iskandar bin Ghani,mass,2025-05,2025-05-31,279.97,2768.49,2483.39,0,5.13,83.05,2768.49,2025-06-21,paid_full,30000.0,27231.51,0.0923,7,5.13,2025-05-31 23:59:00
STMT_00000102,ACC_0000009,CUST_000007,SG,SG_BANK,Iskandar bin Ghani,mass,2025-06,2025-06-30,0.0,739.02,739.02,0,0.0,50.0,739.02,2025-07-21,paid_full,30000.0,29260.98,0.0246,5,0.0,2025-06-30 23:59:00
STMT_00000103,ACC_0000009,CUST_000007,SG,SG_BANK,Iskandar bin Ghani,mass,2025-07,2025-07-31,0.0,1070.83,1070.83,0,0.0,50.0,1070.83,2025-08-21,paid_partial,30000.0,28929.17,0.0357,5,0.0,2025-07-31 23:59:00
STMT_00000104,ACC_0000009,CUST_000007,SG,SG_BANK,Iskandar bin Ghani,mass,2025-08,2025-08-31,487.1,1823.78,1327.75,0,8.93,54.71,1823.78,2025-09-21,paid_full,30000.0,28176.22,0.0608,6,8.93,2025-08-31 23:59:00
