customer_id,first_name,last_name,email,phone,address_line1,address_line2,city,state,zip_code,country,date_of_birth,ssn_last4,income_band,customer_segment,credit_score,created_at
CUST_000011,Nancy,Tanner,powellkatherine@example.org,(373)803-5492,1732 Carrillo Fords,Apt. 692,Howardburgh,MA,78794,US,1997-07-12,4923,50-75k,Bronze,670,2024-04-03 21:46:42.909193
CUST_000012,Elaine,Wright,samantha47@example.com,(748)661-1569x9324,364 Jennifer Well Suite 798,,East Ashleyfort,PA,53833,US,1959-12-03,7363,<25k,Gold,655,2025-03-29 03:05:56.587156
CUST_000013,Christopher,Mercer,williamparker@example.com,490.352.3076x5881,598 Antonio Turnpike,,North Brandonstad,MH,10451,US,1945-05-27,0403,150k+,Bronze,692,2025-04-13 07:17:56.993567
CUST_000014,Aaron,Mccall,adamsseth@example.com,+1-896-941-9666,423 Harris Drive,Suite 197,Chambersview,NC,83423,US,2005-05-17,0602,50-75k,Gold,301,2024-10-03 21:13:36.891133
CUST_000015,Gabriela,Tapia,sheilathomas@example.net,(495)600-2466,19235 Reid Circles Suite 363,,New Lydia,SD,73810,US,1999-05-12,5070,75-100k,Bronze,611,2024-05-15 09:29:28.941137
CUST_000016,Nathan,Tate,michaelgreene@example.com,+1-595-834-8011x927,808 Marquez Estates Apt. 877,,Stacybury,PR,18115,US,1983-07-16,7969,25-50k,Bronze,438,2024-07-08 18:26:32.835570
CUST_000017,Natalie,Gonzalez,johngarner@example.org,589.241.3431x37708,73066 Ellis Grove,,West Sarah,UT,30099,US,1962-05-23,0294,100-150k,Bronze,599,2025-04-15 20:24:21.179753
CUST_000018,Pamela,Carter,timothy96@example.org,(756)694-9293x6641,21460 Burnett Ford,,North Belinda,WI,14353,US,1966-01-14,3576,100-150k,Bronze,722,2025-08-31 10:13:29.292893
CUST_000019,Anthony,Foster,kaitlin21@example.com,343-689-1519,1718 Bishop Valleys Suite 398,Apt. 451,East Marissamouth,TX,81797,US,1964-08-20,7537,150k+,Bronze,325,2024-02-22 01:24:04.442450
CUST_000020,Elizabeth,Mcdonald,douglascervantes@example.org,385.851.0117x8774,73262 Moore Square,Suite 011,Pagestad,NH,81075,US,1985-12-19,8425,150k+,Gold,567,2025-06-21 10:05:18.641197
CUST_000021,Courtney,Garza,scotthamilton@example.org,6924857875,89129 Duffy Cliff Suite 027,,Lake Jamesstad,CO,46949,US,1953-04-17,9868,50-75k,Platinum,840,2025-07-06 06:51:17.091085
CUST_000022,Ashley,Murphy,bboyd@example.com,844-335-2179,251 Adrian Unions,,Cookbury,LA,43864,US,2007-10-14,0911,75-100k,Silver,656,2025-09-03 02:31:32.921575
CUST_000023,Jeffrey,Marshall,tguerrero@example.org,(993)340-7163x502,25927 Conley Street,Apt. 631,Derekfort,VT,04387,US,1969-02-19,8794,50-75k,Bronze,309,2025-11-28 01:27:27.275903
CUST_000024,Brian,Sullivan,walkerlucas@example.com,926.225.5146x91860,169 Davis Harbor Apt. 923,,Lake Steventown,RI,20507,US,1985-03-02,3466,25-50k,Platinum,753,2026-02-19 17:39:41.399501
CUST_000025,Jack,Rodriguez,johnsonchristopher@example.net,7903697518,0105 Kevin Grove Apt. 418,Apt. 641,New Erin,VI,03149,US,1949-10-12,7835,<25k,Platinum,335,2025-02-04 14:45:35.681046
CUST_000026,Deborah,Smith,robin31@example.net,001-573-826-0156x82383,2018 Schultz Plain,,Trevorburgh,OH,51694,US,1957-01-11,9504,150k+,Silver,465,2024-04-24 09:49:24.057588
CUST_000027,Sarah,Garrett,mallory48@example.com,(503)618-5961x2435,92462 Jason Lodge Apt. 715,,Jeremychester,AL,94097,US,1958-08-20,9675,25-50k,Silver,445,2024-06-18 20:21:29.040208
CUST_000028,Angela,Willis,taylorlewis@example.com,+1-691-342-5088x20378,758 Barker Coves,Apt. 291,East Mark,NY,59735,US,1947-10-09,9902,50-75k,Bronze,674,2024-04-20 19:09:19.230572
CUST_000029,Christopher,Santos,sloancharles@example.net,001-652-635-0598,59211 Reynolds Plain,,Ryanhaven,MA,90855,US,1951-12-20,9660,150k+,Bronze,649,2025-02-07 03:41:03.301624
CUST_000030,Elizabeth,Sexton,reevesrebecca@example.org,6858888223,96507 Park Route,,Mirandaberg,KS,25396,US,1987-05-25,7333,25-50k,Gold,752,2026-02-14 10:54:44.900944
CUST_000031,Stacey,Bailey,shannon84@example.com,284.715.8901,4744 Joshua Ranch Suite 999,Suite 421,New Ashley,FL,24715,US,1984-04-24,3631,150k+,Gold,431,2026-02-14 11:53:46.887806
CUST_000032,Devin,Carlson,cathyhall@example.org,(929)335-8521x485,51158 Campbell Terrace,,Nicholsonshire,IN,20096,US,1973-01-25,4709,25-50k,Silver,513,2024-02-01 14:49:04.621392
CUST_000033,Dwayne,Osborne,montgomeryyvonne@example.org,(922)928-4950x727,76415 Heather Points Suite 226,Suite 561,Amberfurt,IN,94128,US,1976-01-21,7029,150k+,Bronze,309,2024-09-30 03:09:03.987735
CUST_000034,Ian,Sandoval,tina41@example.net,698-319-6164x0832,9738 Donna Canyon,Suite 847,Port Joshua,CT,51218,US,1945-10-28,9131,50-75k,Gold,725,2024-06-01 01:07:59.032401
CUST_000035,Kimberly,Bailey,taylor21@example.com,001-373-468-1974,60506 Murray Pine Suite 902,,North Tammy,NY,08329,US,1982-09-06,5136,75-100k,Platinum,709,2025-06-16 15:17:54.011853
CUST_000036,Christie,Rose,kristen41@example.com,+1-802-706-7786x842,50029 Tina Harbors Suite 969,,Lake Pamelamouth,HI,89753,US,2001-03-22,9290,25-50k,Platinum,621,2025-11-29 13:08:33.096249
CUST_000037,Debra,Sweeney,sanchezjames@example.org,+1-938-552-8210x7849,01668 Jones Plain,,East Chadborough,NE,84012,US,1986-11-23,0094,150k+,Gold,475,2024-12-04 16:01:34.394988
CUST_000038,Crystal,Thomas,nkelly@example.com,809.338.9449,18635 Webb Path Suite 635,,New Erica,VI,62911,US,1960-12-24,6571,75-100k,Platinum,324,2024-09-20 00:30:45.068574
CUST_000039,William,Kennedy,troywhite@example.org,+1-214-943-8210x419,15052 Watkins Burg,,Heathermouth,IA,02989,US,1989-07-23,6182,75-100k,Platinum,579,2024-01-31 09:34:42.563088
CUST_000040,Rebecca,Harris,robinsontyrone@example.org,+1-459-449-3099x21144,459 Elizabeth Mountains Suite 247,,Richardsonside,CO,52581,US,2006-11-03,7182,25-50k,Platinum,583,2024-10-07 02:51:53.137898
CUST_000041,Ashley,Wilkerson,kristiemendoza@example.com,(402)964-6246x810,8950 Carla Flats Suite 228,,Graybury,AZ,68705,US,1959-03-20,4354,100-150k,Silver,413,2025-10-12 02:52:57.805069
CUST_000042,William,Castaneda,christina42@example.org,7549319250,385 Davila Motorway Apt. 187,,East Dianeport,MN,66432,US,1964-04-26,5868,50-75k,Bronze,452,2024-10-31 21:43:05.974006
CUST_000043,Jonathan,Robinson,debra90@example.com,+1-337-714-6818x12707,17861 Park Rapid Apt. 463,Apt. 113,Carterberg,IN,69289,US,1953-08-17,3004,50-75k,Silver,468,2024-12-11 19:01:00.061479
CUST_000044,Teresa,Johnson,wmaxwell@example.com,(813)529-2683,6438 Robert Lake,Apt. 640,Strongchester,PA,49607,US,1950-03-12,5293,150k+,Silver,490,2024-08-23 19:50:42.132646
CUST_000045,Barbara,Evans,tsmith@example.net,836-764-0628,637 Dennis Well Apt. 647,,Lake Jeffreystad,OR,92122,US,1977-12-27,6873,75-100k,Gold,727,2025-03-03 06:10:54.094928
CUST_000046,Michael,Watson,dhuang@example.com,276-447-5342x846,439 Jamie Lights Suite 271,,Armstrongtown,FM,89459,US,1977-01-21,7771,50-75k,Gold,613,2025-12-27 10:19:15.641587
CUST_000047,Nicholas,Williams,akim@example.org,+1-499-812-3690,911 Linda Squares Apt. 345,Suite 262,Port Travisfort,WA,40042,US,1949-05-29,0809,150k+,Bronze,836,2024-09-12 10:16:56.071580
CUST_000048,Michael,James,saramiller@example.net,453.296.0374x30711,40293 Dustin Freeway,Apt. 095,Angelaside,SD,48315,US,1990-04-12,9144,150k+,Platinum,746,2025-12-21 00:46:59.715476
CUST_000049,Dawn,Sharp,victoria84@example.org,482.832.1623x4199,7462 Sara Circle Suite 776,Apt. 972,Keithville,CO,75023,US,1964-05-04,4022,<25k,Bronze,399,2024-06-18 14:55:29.187809
CUST_000050,Crystal,Robinson,walkerbilly@example.org,001-718-379-4188x474,312 Zimmerman Curve,Apt. 274,East Thomasport,DC,44191,US,1970-10-02,0966,100-150k,Silver,449,2025-07-16 19:02:23.411982
CUST_000051,Leslie,Ford,browndavid@example.net,242.952.5124x962,7185 Garcia Island Suite 985,,Andreastad,TX,81402,US,1982-03-14,8267,50-75k,Silver,442,2025-01-29 03:58:30.066819
CUST_000052,Christopher,Harvey,laurenerickson@example.org,(390)985-1166x0170,82564 Robinson Gardens,,East Margaretburgh,SD,82084,US,1946-03-01,4588,<25k,Platinum,346,2025-05-12 17:36:05.148790
CUST_000053,Kathryn,Osborn,patrickcoleman@example.com,+1-901-899-3444x449,09801 Jill Lodge,,Port Amandafurt,AS,52464,US,1976-07-01,6475,100-150k,Platinum,731,2024-12-11 16:16:04.949689
CUST_000054,Rhonda,Rojas,diazangela@example.net,+1-849-784-6260,8160 Charles Squares,,North Alexander,ND,70134,US,1975-11-21,7248,<25k,Silver,345,2024-03-25 23:15:56.388707
CUST_000055,Melinda,Kelly,jonathan84@example.net,001-435-317-2033,806 Troy Rue,Suite 809,Richardside,TX,45518,US,1990-08-29,8737,<25k,Platinum,370,2024-09-04 10:01:35.024084
CUST_000056,Adam,Oneill,mhoward@example.com,524-568-7341x22474,013 Caleb Stravenue,,East Timothystad,AZ,21196,US,1993-03-17,1224,<25k,Platinum,840,2026-01-18 22:26:53.844977
CUST_000057,Ruth,Collins,vazquezveronica@example.com,(628)989-2929,33537 Gabrielle Springs,,Thomasstad,SC,92623,US,1949-11-09,7053,75-100k,Platinum,459,2025-01-20 20:50:12.186308
CUST_000058,Rebecca,Reynolds,kristine13@example.net,001-307-367-5865x47259,9070 Roth Wells Suite 749,,East Terri,WV,33713,US,2005-05-19,0981,150k+,Gold,677,2024-03-04 13:46:39.500973
CUST_000059,Alyssa,Johnson,angelica45@example.net,+1-766-847-9076x2135,024 Belinda Cliff Suite 020,,Kiddberg,OK,45127,US,1974-12-09,4346,75-100k,Silver,644,2025-04-26 16:41:00.200017
CUST_000060,Willie,Johnson,mendozamichelle@example.com,705-409-5925,224 Robertson Lodge,Apt. 248,Hallchester,AZ,21858,US,1963-03-16,9877,75-100k,Gold,388,2024-09-15 19:51:24.675236
CUST_000061,Kathleen,Nelson,sandralee@example.com,+1-942-277-3014x53278,084 Jeremy Mill Suite 980,Suite 139,South Kylie,ME,45424,US,1947-11-26,6473,75-100k,Silver,738,2024-01-19 08:02:02.463217
CUST_000062,Amy,Garcia,john39@example.net,477-972-2820x4789,67538 Caleb Center,,Johnhaven,AZ,87888,US,1968-08-09,3296,75-100k,Gold,535,2025-05-13 14:05:20.422777
CUST_000063,Carlos,Dean,hayden86@example.com,+1-599-323-5406x037,797 Floyd Viaduct,Apt. 614,West Tiffanyside,WA,10501,US,1954-12-06,7930,150k+,Platinum,823,2024-11-17 20:46:48.433238
CUST_000064,Corey,Peterson,burtonmichael@example.net,+1-410-415-8614,09193 Cheryl Parkway,,East Julie,MP,55260,US,1973-11-15,6025,50-75k,Bronze,478,2024-03-02 06:39:02.254839
CUST_000065,James,Cook,paul30@example.org,4026308527,2613 Reynolds Union Apt. 122,,Port Amandamouth,OK,31357,US,1993-05-21,4145,100-150k,Bronze,850,2024-04-03 05:13:03.086201
CUST_000066,Sara,Grimes,breanna60@example.net,2759650774,396 Steve Rapids Suite 688,Apt. 669,South Gregory,WI,45297,US,1978-06-16,8389,150k+,Platinum,498,2024-01-10 22:10:16.559807
CUST_000067,Kimberly,Wagner,rogerselizabeth@example.com,(649)400-3057x33592,046 Dunlap Knolls,Apt. 822,Petersonland,VI,61008,US,1962-03-08,2504,150k+,Bronze,580,2024-09-16 23:09:59.404452
CUST_000068,Bonnie,Clark,michaelball@example.net,(490)644-1187x0028,70557 Jackson Lodge,Suite 361,Melanieton,FL,75216,US,1954-05-26,5301,50-75k,Bronze,809,2024-06-08 06:22:16.902733
CUST_000069,Jimmy,Russell,nicholas55@example.net,(592)365-2361x49490,352 Teresa Shoals Apt. 489,Apt. 623,North Jeffreybury,PR,43478,US,1984-04-30,9129,100-150k,Bronze,535,2024-09-11 07:24:00.313828
CUST_000070,Dominique,Snyder,castanedashelby@example.net,5482408642,37649 Singleton Plains Apt. 591,,Williamport,WA,42552,US,1972-05-13,4350,<25k,Platinum,534,2025-09-25 12:42:31.337305
CUST_000071,Brianna,Howard,jliu@example.com,+1-490-258-2778,88589 Chen Ways Apt. 638,,South Jesse,TX,68344,US,1948-12-29,0492,75-100k,Gold,743,2025-12-26 14:42:35.399689
CUST_000072,Nathan,Park,pthompson@example.org,200.558.0385x10226,393 Jones Shoals,Apt. 930,Kingfort,OH,26262,US,2001-03-31,9021,100-150k,Gold,559,2025-09-02 22:15:26.164955
CUST_000073,Rebecca,Erickson,wayers@example.org,(210)410-3549,4886 Hamilton Village,Apt. 407,Smithville,WI,89887,US,1952-04-18,4527,25-50k,Platinum,517,2025-12-23 05:57:51.313242
CUST_000074,Lynn,Sanchez,sonya22@example.net,+1-774-442-3797,659 Donald Bridge,,North Noahfort,PA,16593,US,1963-06-29,2783,150k+,Bronze,741,2026-02-10 00:53:16.161975
CUST_000075,Kristina,Salinas,michaelmcdaniel@example.org,+1-659-756-2755x793,68346 Tiffany Drive,,East Joseshire,HI,30434,US,1955-03-01,7967,25-50k,Gold,708,2025-02-03 00:55:10.371862
CUST_000076,Jennifer,Mckinney,amymoore@example.com,6468274707,11514 Thompson Way Apt. 414,,Lake Johnport,NM,45861,US,1992-04-12,8242,150k+,Silver,788,2025-05-09 06:38:57.568323
CUST_000077,Andrew,Hart,paul87@example.org,578-635-6136x3850,8809 Johnson Bridge Suite 085,,Scottburgh,NE,20442,US,1956-03-07,1942,<25k,Platinum,637,2025-04-25 22:23:39.673317
CUST_000078,Scott,Hardy,jerry02@example.org,(613)358-9023x433,0593 Elizabeth Valley Suite 941,,West Hollyport,ID,35774,US,1947-09-28,6378,50-75k,Silver,664,2024-08-16 18:43:12.020656
CUST_000079,Mary,Stevens,laura16@example.com,+1-521-852-4185x09704,47902 Andrew Unions Suite 678,,Molinaberg,IA,19670,US,1988-06-06,3700,25-50k,Gold,366,2025-06-22 03:58:25.672796
CUST_000080,Kimberly,Nelson,schmittchelsea@example.com,+1-595-379-2086x48411,13680 Huffman Parkway Suite 417,,Marshallmouth,MT,37882,US,1956-01-12,4421,50-75k,Bronze,576,2026-02-11 00:38:06.608173
CUST_000081,Amanda,Harris,shodge@example.com,001-225-497-0401x1548,884 David Club Apt. 439,,East Christopher,AK,37826,US,1986-03-21,2489,100-150k,Gold,811,2025-07-12 23:02:36.314225
CUST_000082,Nancy,Jones,derek21@example.net,001-612-242-3167x055,072 Melissa Trafficway Suite 280,,New Bradley,VT,45316,US,1954-06-09,2664,<25k,Gold,844,2025-08-29 11:26:11.537989
CUST_000083,Robert,Ortiz,pamela21@example.com,4468278537,882 Mason Garden Suite 310,,Mcculloughville,MP,30251,US,2003-11-22,1548,75-100k,Platinum,416,2025-11-30 09:47:53.778312
CUST_000084,Ashley,Williams,jeffrey70@example.net,412-830-3287x5276,8132 Turner Spring,,Riggsside,MA,10916,US,1992-05-16,0203,100-150k,Silver,653,2025-01-07 23:13:41.063797
CUST_000085,Suzanne,Rodriguez,tjones@example.org,+1-810-630-3856x42460,522 Patterson Cape Suite 799,Apt. 492,North Jenna,MD,15981,US,1984-10-10,7915,<25k,Bronze,486,2024-07-02 20:47:45.391918
CUST_000086,Angela,Freeman,yhoffman@example.net,(793)942-9035x3543,336 Chan Bridge,,New Alexandra,ND,27339,US,1977-01-14,6332,150k+,Platinum,397,2024-05-27 01:53:52.101538
CUST_000087,Melissa,Rodgers,belljoseph@example.com,001-749-715-1087x5532,455 Evans Manors Suite 119,Suite 570,Port Robertstad,KS,69270,US,1996-05-16,0931,75-100k,Silver,711,2025-03-29 00:39:14.561272
CUST_000088,Carla,Meyer,oramos@example.org,404-327-4689x29768,36580 Hill Plaza Apt. 376,,Tannerport,AR,02545,US,2003-12-20,0944,75-100k,Silver,303,2025-10-01 17:01:21.703622
CUST_000089,Katherine,Weiss,crawfordjason@example.com,001-913-622-0984x555,985 Ian Views,Apt. 292,Griffinberg,IA,53892,US,1955-08-03,6719,25-50k,Silver,850,2024-01-06 02:58:58.192433
CUST_000090,Mark,Wright,wanda04@example.org,001-805-752-1705x3339,01387 Tanya Greens,Apt. 617,West Victoriaport,TX,18722,US,1991-03-15,2591,50-75k,Bronze,782,2024-03-29 07:27:27.397643
CUST_000091,Stephen,Fisher,washingtoncraig@example.com,333-773-4867,878 Mary Cliffs,Apt. 930,East Ricardotown,MP,93311,US,1967-07-30,3321,100-150k,Gold,680,2026-01-15 20:13:14.530654
CUST_000092,Marcus,Walker,nicholas91@example.net,505-833-6130x98012,0712 Tyler Rapid,Suite 036,Johnmouth,SC,35770,US,1976-11-30,9863,100-150k,Bronze,449,2024-11-27 01:11:25.935744
CUST_000093,Elizabeth,Griffith,masonsarah@example.net,656.597.9059,0797 Antonio Corner Apt. 945,Apt. 629,Emilyside,WY,59538,US,2007-02-15,1246,<25k,Platinum,455,2024-06-16 00:57:46.002775
CUST_000094,Pamela,Fisher,brandygarcia@example.com,551-418-5753,3124 Phillips Creek,Apt. 891,Donnaside,WI,72566,US,2003-08-06,4034,50-75k,Gold,421,2024-12-24 04:10:51.923589
CUST_000095,Audrey,Montoya,jeffreyyoung@example.net,9165351966,488 Judy Fall,,South Kevin,NM,79219,US,1995-11-01,1176,25-50k,Gold,734,2024-03-20 23:10:52.197726
CUST_000096,Brenda,Hart,xsharp@example.net,867.390.2773x50435,741 Macias Well,,Lake Adam,NE,67592,US,1973-06-22,9786,50-75k,Bronze,359,2024-05-21 23:40:43.036912
CUST_000097,John,Garcia,wesley43@example.org,826-909-2816x630,13049 Karen Summit,,West Zachary,MD,73379,US,1959-02-24,1586,150k+,Silver,467,2024-09-18 09:04:50.377226
CUST_000098,Gail,Nguyen,shirleydyer@example.net,+1-746-747-3862,17361 Johnston Garden,Apt. 760,Rhodesfurt,KY,61616,US,1973-04-04,2145,25-50k,Bronze,844,2024-01-23 17:44:30.419506
CUST_000099,William,Howard,jeremycordova@example.net,001-787-607-6642x382,13435 Kristi Parkway,,East Nathanside,VA,99566,US,1961-02-23,6020,<25k,Bronze,631,2024-02-27 03:14:10.831280
CUST_000100,Keith,Castro,susanmiller@example.com,931-870-4005,436 Mark Port Suite 216,Apt. 463,Lake Megan,FM,36424,US,1954-02-20,8514,25-50k,Platinum,421,2025-07-11 15:02:51.672035
CUST_000101,Kenneth,Lynch,zwhite@example.net,001-934-684-0700x06742,6207 Kane Crossroad,,Smithland,MI,48671,US,1992-10-10,8800,100-150k,Silver,677,2025-10-12 03:51:07.417384
CUST_000102,Cynthia,Ward,donaldbauer@example.org,5577192931,08115 Dawn Manor,,North Scott,VT,74095,US,1962-07-01,0788,50-75k,Silver,732,2025-08-20 03:48:28.065113
CUST_000103,Samantha,Reid,peter54@example.com,(477)454-2031,42403 Mitchell Hollow Suite 066,,New Julieshire,MD,91402,US,2007-07-03,8345,25-50k,Gold,574,2025-05-20 10:09:55.743160
CUST_000104,Larry,Howard,annamack@example.org,+1-431-386-9638x6240,8666 Amber Spur,Suite 329,South Philip,OR,44901,US,2007-05-08,3316,25-50k,Platinum,314,2024-08-22 09:57:05.227522
CUST_000105,Angie,Sharp,katrina23@example.com,344.498.2995x2443,568 Lisa Spring Suite 800,,Lake Darrell,IN,90959,US,1955-07-15,1901,100-150k,Gold,356,2025-12-28 06:46:00.655970
CUST_000106,Marvin,Cox,rodriguezdavid@example.org,379.331.2172x62436,9822 Daniel Ways,,North Thomas,UT,76846,US,1949-11-19,4352,150k+,Bronze,782,2024-07-02 19:03:42.506763
CUST_000107,Eric,Petersen,onunez@example.com,(530)406-1236,07701 Nicole Lakes,,East Edward,NM,64010,US,1984-12-16,8817,25-50k,Silver,403,2024-02-07 23:41:56.447301
CUST_000108,Roger,Drake,seanelliott@example.org,856-561-6201,85243 Rebecca Lock Apt. 264,,Wadeside,NJ,15855,US,1945-11-07,2165,100-150k,Bronze,607,2025-08-27 03:18:03.983760
CUST_000109,Kristin,Taylor,chungvictoria@example.org,+1-332-258-1120x397,29881 Smith Course Apt. 964,,Gabrielbury,MP,41494,US,2005-07-08,7308,150k+,Gold,350,2025-12-11 09:28:01.856025
CUST_000110,Yesenia,Ellis,wwashington@example.com,001-726-761-0706x624,3515 Payne Trace,,Kleinmouth,FL,46888,US,1970-01-22,1989,50-75k,Gold,793,2025-01-10 19:18:43.065239
CUST_000111,Cheryl,Bishop,tuckerjames@example.com,+1-762-306-9947x91770,2301 Flores Divide Suite 896,,New Waynehaven,CT,60005,US,1989-10-03,7965,100-150k,Silver,827,2025-04-30 04:29:02.181173
CUST_000112,Julia,Lewis,taragreen@example.com,+1-428-813-2921,819 Kevin Mission Suite 761,Suite 097,Geneton,ND,47476,US,1948-10-18,0642,<25k,Silver,493,2025-05-17 18:44:21.657529
CUST_000113,Susan,Rowland,gregory81@example.com,001-431-866-3886x780,24432 Washington Ports,,Johnborough,VT,99348,US,1948-08-25,5126,100-150k,Bronze,304,2024-10-02 06:18:13.171401
CUST_000114,Brian,Oconnor,mcgrathricky@example.com,+1-936-600-0712x40117,13880 Jennifer Landing Suite 033,,Simmonsbury,PR,91012,US,1948-10-07,7284,25-50k,Bronze,821,2025-02-16 23:23:00.524092
CUST_000115,Patty,Zimmerman,nuneznicole@example.net,850.927.2246x4978,227 Nichole Prairie,,North Samanthaside,PR,27471,US,1985-05-18,1178,25-50k,Silver,311,2024-07-07 10:44:58.338953
CUST_000116,Carolyn,Williams,iblake@example.com,3025545024,88263 Norris Canyon Suite 894,Apt. 350,New Jonathanstad,RI,99225,US,1952-02-09,9147,50-75k,Silver,540,2024-11-10 08:19:02.333982
CUST_000117,Angelica,Bell,stephen97@example.org,001-989-459-0029x353,7827 Caldwell Stream,,South Timothy,SD,48840,US,1999-09-29,7607,<25k,Silver,547,2025-01-27 03:09:21.239816
CUST_000118,Susan,Spencer,aaron41@example.com,001-673-405-8200,4734 Michael Forks Apt. 634,,North Rachel,AL,01797,US,1976-05-19,6491,25-50k,Bronze,571,2025-07-21 20:46:14.408944
CUST_000119,Jonathan,Jacobson,holmesrobert@example.org,451.525.5555x98809,86617 Stephen Village,,Sheilaton,KS,37415,US,1959-06-21,5895,50-75k,Platinum,589,2025-04-17 23:58:00.846460
CUST_000120,Jesse,Taylor,meganellis@example.org,(686)206-0508x6034,80283 Nicholas Canyon,,North Sean,MD,51479,US,1961-10-09,2854,50-75k,Bronze,510,2024-11-01 23:24:50.692277
CUST_000121,Christopher,Jenkins,powersmichael@example.com,513.249.0056x4346,3222 Meredith Parkway,,Port Robert,NY,93724,US,1953-05-11,8438,100-150k,Platinum,528,2024-03-24 21:35:48.966031
CUST_000122,Emily,Wilkinson,ryan80@example.net,001-777-602-6467x186,72862 Brown Summit,,Port Laurafurt,MI,16410,US,1953-04-08,2408,75-100k,Gold,675,2025-02-05 08:30:23.224808
CUST_000123,Heidi,Bruce,qvasquez@example.com,971-674-9021x5211,83686 Lynn Pine,,East Kathryn,NE,51192,US,2000-09-20,0515,<25k,Silver,398,2025-10-22 12:14:02.994802
CUST_000124,Katherine,Yoder,eric77@example.net,001-586-980-2278x663,8897 Espinoza Curve Apt. 087,Apt. 286,Georgefort,DE,27612,US,1960-02-15,8423,<25k,Gold,334,2024-10-19 12:00:12.611806
CUST_000125,David,Lin,knoble@example.com,(294)965-9458,58286 Scott Path Suite 916,,Freemanport,AZ,66354,US,1984-05-18,8263,25-50k,Platinum,642,2025-09-08 12:30:23.948946
CUST_000126,Kim,Banks,marilyn66@example.org,6785194421,16093 Christopher Wells,,Dominiquefort,ID,84305,US,1983-08-15,8503,50-75k,Silver,635,2024-06-24 17:40:12.734852
CUST_000127,Katelyn,Jennings,wmartin@example.net,(446)269-5196,566 Lori Stream Suite 277,,Aaronfurt,GA,56072,US,1962-11-05,8396,50-75k,Bronze,496,2024-05-25 10:14:49.592581
CUST_000128,Jeremy,Santiago,icarroll@example.net,724-246-7810,0272 Brooks Estate Suite 765,,Christianshire,PW,11766,US,1970-10-05,1963,50-75k,Bronze,438,2024-02-28 13:33:57.666692
CUST_000129,Christina,Garrett,nguerra@example.net,(359)974-2482,12814 Dawn Crescent,,Patrickfort,GA,12837,US,2001-02-03,1085,50-75k,Silver,547,2025-03-19 17:36:06.001697
CUST_000130,Peter,Flores,wmoore@example.org,5196267327,359 Matthew Hollow,,Huffmanville,FL,00536,US,1966-04-08,5550,50-75k,Bronze,734,2025-05-19 00:05:50.545411
CUST_000131,Veronica,Mcclain,tonya49@example.org,(611)440-5042x86749,475 Rebecca Mount,,West Cynthiamouth,GA,48247,US,1983-08-03,8339,25-50k,Platinum,609,2026-02-26 09:59:21.703063
CUST_000132,Cynthia,Stewart,bradleydeanna@example.org,6937555095,711 Grant Fort,,North David,VA,28399,US,1992-05-31,4773,50-75k,Platinum,748,2025-07-13 08:48:51.297854
