card_id,account_id,card_number_hash,expiration_date,cvv_hash,issued_date,status,created_at
CARD_000016,ACC_000016,BC8EE62B845D6FFD,2028-12-28,C17F776E,2024-10-28,active,2025-09-25 15:03:02.639427
CARD_000017,ACC_000017,87A83EEFCB3FC8D0,2027-06-03,E9AE8284,2024-02-09,active,2024-11-22 00:24:19.065742
CARD_000018,ACC_000018,F0BEEF32CA595053,2029-09-20,859A68EF,2024-07-26,active,2024-02-20 01:47:16.814296
CARD_000019,ACC_000019,1A6A7FB10E98CDAF,2028-05-22,1462501E,2024-03-25,active,2025-03-04 18:09:38.652453
CARD_000020,ACC_000020,DFBD77711F751FD2,2027-09-08,3C95E5F5,2025-02-02,active,2024-09-22 12:59:10.101813
CARD_000021,ACC_000021,02E8A9C16B8D0C82,2027-02-25,7E886DCB,2024-08-11,active,2024-08-29 14:53:08.598248
CARD_000022,ACC_000022,1DF3C7D2D9BB11F2,2026-12-15,C487E608,2024-09-18,active,2025-09-15 15:17:57.319063
CARD_000023,ACC_000023,CF4852C672C3A71D,2029-04-04,4AD3910D,2024-02-26,active,2025-12-12 21:38:11.433164
CARD_000024,ACC_000024,7D41329D7EFDC538,2029-04-19,227F0C65,2024-05-19,active,2025-10-16 16:35:52.504929
CARD_000025,ACC_000025,2AC6300AF11A5222,2029-09-14,2FB5626C,2024-01-19,active,2024-04-18 17:33:55.286167
CARD_000026,ACC_000026,4BE04D3A0D169940,2029-07-24,E254994C,2024-03-22,inactive,2024-06-03 21:23:21.037677
CARD_000027,ACC_000027,AFA4F4AD0F76CA72,2026-06-15,D4252B72,2024-11-02,active,2025-04-17 19:38:42.522632
CARD_000028,ACC_000028,7A994DEE727677E5,2026-11-29,ABD7ADB6,2024-10-28,active,2025-06-20 10:56:07.443125
CARD_000029,ACC_000029,0DB9201612F2FD37,2029-02-18,BC419BD2,2024-01-08,active,2025-11-18 05:22:12.033013
CARD_000030,ACC_000030,BBF142B4A7E9E9AC,2026-07-02,529CBE73,2024-09-21,active,2025-06-01 07:26:48.953805
CARD_000031,ACC_000031,9A0DBB3ABD4B3E62,2028-05-04,0376A0AF,2024-03-30,active,2024-08-20 08:00:37.999073
CARD_000032,ACC_000032,1F22B6157DC43B18,2028-01-15,9E6444B4,2024-10-20,inactive,2024-08-05 05:36:17.972826
CARD_000033,ACC_000033,278ADD27CA391A6F,2026-03-31,46253656,2024-06-17,active,2025-09-13 20:13:11.425192
CARD_000034,ACC_000034,AB5523659A757B3B,2027-01-16,E5072844,2024-08-21,active,2025-06-20 13:21:28.600465
CARD_000035,ACC_000035,BB951DDAE2D3E2A6,2026-08-08,F9BA06A1,2024-11-04,active,2025-05-25 19:43:19.223819
CARD_000036,ACC_000036,15AE49EAC161D1B7,2030-02-22,59879D49,2024-12-01,active,2026-01-10 22:20:25.075435
CARD_000037,ACC_000037,33228153000EA1AF,2030-02-18,29F1FCB3,2024-05-13,active,2025-01-14 06:26:58.346729
CARD_000038,ACC_000038,131014C40BB6F1F7,2028-08-19,4C97F521,2024-05-08,active,2024-05-24 05:13:44.510630
CARD_000039,ACC_000039,FA0486C833844A12,2029-03-12,1C60743C,2025-01-31,active,2024-08-23 17:58:42.752250
CARD_000040,ACC_000040,E565A7A3457B3067,2026-04-13,82ED0B81,2025-01-14,active,2024-08-13 13:43:28.894297
CARD_000041,ACC_000041,C5DF75C5D402051C,2028-11-10,6BD16B3B,2024-07-15,active,2025-10-08 23:39:12.370696
CARD_000042,ACC_000042,4D08345F2D0228C5,2028-03-16,6784C497,2024-06-25,active,2024-03-15 07:29:09.287143
CARD_000043,ACC_000043,59B5326CB124A93F,2027-08-16,D130ADCE,2024-11-06,active,2025-05-02 12:44:19.578795
CARD_000044,ACC_000044,915DCDB0E2E06D36,2027-04-15,839A4020,2024-03-11,active,2025-10-09 15:08:18.683146
CARD_000045,ACC_000045,E0553A625C4FA08E,2029-09-07,083C2F4F,2025-01-21,active,2026-02-05 12:38:55.254401
CARD_000046,ACC_000046,E95883BEECCD62CB,2027-08-15,F87C49FE,2024-11-18,active,2025-03-20 07:12:56.871042
CARD_000047,ACC_000047,19461AECECAEE4AC,2027-05-05,1CD9935B,2024-11-10,active,2024-12-07 17:46:46.759732
CARD_000048,ACC_000048,37FBF4C74BE46477,2029-01-23,89C1DAB3,2024-01-13,inactive,2024-03-12 20:50:41.286334
CARD_000049,ACC_000049,4F178BA3F366FE2F,2026-09-22,E3015588,2024-12-03,active,2026-01-07 14:36:01.441369
CARD_000050,ACC_000050,1AD7AD6DE47294F7,2027-03-20,05399386,2024-11-08,active,2026-01-18 02:44:34.096979
CARD_000051,ACC_000051,EAA8FF82C4734FF4,2027-08-21,5E4DE942,2024-06-15,inactive,2024-09-01 10:13:46.947414
CARD_000052,ACC_000052,A70F95EA35EC12BF,2027-05-27,87BCA8EA,2024-03-11,active,2024-05-29 14:21:47.914900
CARD_000053,ACC_000053,1CF905E250448D1D,2030-01-24,8802B6CA,2024-01-01,active,2024-01-01 16:58:57.201896
CARD_000054,ACC_000054,CDE50A6CFAAA9D49,2029-11-18,36A92606,2024-01-12,active,2025-10-20 00:56:08.466645
CARD_000055,ACC_000055,01BE6B378BD81D27,2029-06-04,BFE4133D,2024-02-06,active,2026-02-11 19:20:20.359525
CARD_000056,ACC_000056,628AC2DD14E70F9F,2026-07-31,D32FDEB1,2024-01-13,active,2024-11-01 12:46:34.824941
CARD_000057,ACC_000057,3FB1BFBF3BA84617,2026-11-11,7FD53461,2024-11-16,active,2025-12-02 13:39:44.355162
CARD_000058,ACC_000058,676A07418CDF5CD2,2026-08-02,FDE12EEF,2025-02-23,active,2025-11-16 17:34:53.035138
CARD_000059,ACC_000059,9777EAE19AA371AD,2026-07-19,68A8C6E5,2024-09-02,active,2024-09-06 00:17:55.278991
CARD_000060,ACC_000060,679672D51A0EB730,2029-12-25,25ACB7E2,2025-02-01,active,2026-02-27 14:28:48.117198
CARD_000061,ACC_000061,3041B27625C948D7,2026-11-13,B474C84C,2024-03-11,active,2024-12-05 10:02:59.543260
CARD_000062,ACC_000062,71B71AF4883339B2,2028-06-07,E55628B8,2024-05-20,active,2024-10-21 08:52:41.822727
CARD_000063,ACC_000063,F0B97DA8D6515C3B,2027-11-28,013A2BE4,2024-12-19,active,2025-11-23 11:15:18.997703
CARD_000064,ACC_000064,533F57CA092B8724,2030-01-05,DC74255F,2024-10-14,active,2025-06-04 12:18:04.091392
CARD_000065,ACC_000065,B956DE53F2553BC8,2026-06-02,C567325B,2025-01-29,active,2025-01-09 12:13:33.449967
CARD_000066,ACC_000066,8A20A767B8CE750C,2029-12-14,CD8E96AA,2024-11-15,active,2024-02-12 19:49:22.072614
CARD_000067,ACC_000067,0B596083A5E116B4,2027-01-11,948BFD80,2024-05-05,inactive,2024-04-03 03:49:45.785306
CARD_000068,ACC_000068,3BA92CCCCC1EB800,2029-10-09,0C8E2005,2024-12-21,active,2025-07-28 02:22:31.328921
CARD_000069,ACC_000069,CA0A10E906756907,2027-05-14,0A3223B4,2024-03-30,active,2024-02-18 11:38:19.048322
CARD_000070,ACC_000070,926FC6662B26BF56,2028-03-24,C4CAAE08,2024-05-15,active,2025-03-09 08:09:17.091254
CARD_000071,ACC_000071,65EE39D35CC63A5B,2027-01-05,BE5E5C87,2024-05-23,active,2025-10-26 18:30:10.291144
CARD_000072,ACC_000072,0282695461017A0E,2028-11-26,605B3F04,2024-04-16,active,2025-01-18 00:02:55.279753
CARD_000073,ACC_000073,1579764642349808,2026-11-01,C529F80F,2024-01-18,active,2025-01-21 14:47:03.654236
CARD_000074,ACC_000074,1EBA8194FF8DFDC6,2026-04-25,45124346,2024-11-08,active,2024-10-03 18:59:50.629471
CARD_000075,ACC_000075,62570D1DED1D442A,2028-06-15,7E5AA7EF,2024-02-03,inactive,2024-07-21 19:57:36.282564
CARD_000076,ACC_000076,80420619B2BC50BF,2026-04-02,A34D68E6,2024-02-05,active,2024-03-03 13:50:18.686278
CARD_000077,ACC_000077,86A972C70097B0B7,2029-01-18,5FA88462,2025-01-18,active,2024-04-15 17:41:08.806343
CARD_000078,ACC_000078,60A957CBC5C7FCF4,2029-06-15,57FA816C,2025-01-30,active,2025-03-10 03:28:42.220484
CARD_000079,ACC_000079,03ABE23617B4CAA6,2029-12-16,1A7AFA5C,2024-12-21,active,2025-10-03 05:22:55.131968
CARD_000080,ACC_000080,3487F1A7DC67AF69,2026-07-29,B72300F0,2024-12-17,inactive,2025-06-08 12:26:26.383135
CARD_000081,ACC_000081,0EBCFD304CCC4713,2028-06-14,7877D724,2024-08-12,active,2024-03-09 05:40:08.127183
CARD_000082,ACC_000082,A9AC3D15DA3F0B41,2028-03-29,5B062662,2024-07-23,active,2024-06-16 19:06:53.149634
CARD_000083,ACC_000083,A3DDE1BB5F5A3CF1,2028-06-23,BB17FA29,2024-12-27,active,2025-09-29 16:29:16.687518
CARD_000084,ACC_000084,23E2F07FA621FD30,2028-09-28,C451A6D6,2024-02-16,active,2024-02-20 01:59:19.417974
CARD_000085,ACC_000085,095C8EB29D4E90F0,2029-05-19,828539A8,2024-08-18,active,2025-10-06 12:25:42.165825
CARD_000086,ACC_000086,90A472F835F252CA,2029-03-13,1EF5E456,2024-05-29,active,2026-01-09 22:28:04.574366
CARD_000087,ACC_000087,EB243895E471A0B1,2028-03-05,66B6DE43,2024-04-06,active,2024-05-10 02:26:37.796634
CARD_000088,ACC_000088,BCD459B9F9714D3C,2026-03-01,EF545BA2,2024-12-03,active,2026-02-01 05:05:47.768912
CARD_000089,ACC_000089,D5CEAF556E28A3D8,2027-03-27,38BB22C3,2024-07-14,active,2025-10-24 05:07:14.455442
CARD_000090,ACC_000090,D9999D9676F4453D,2029-02-09,618702AF,2024-02-20,active,2024-10-22 19:19:19.909317
CARD_000091,ACC_000091,12790820A8A1C677,2026-11-10,C84379E2,2024-05-18,active,2025-09-11 15:06:39.190200
CARD_000092,ACC_000092,414F60AC54DA1484,2029-10-21,99246A93,2024-10-14,active,2026-02-28 14:05:36.380902
CARD_000093,ACC_000093,91E6DFD4C60080C2,2029-09-01,0209ABEA,2024-03-27,active,2024-05-02 05:47:19.257336
CARD_000094,ACC_000094,E3C43D38EB2A731F,2026-09-18,9CF709D0,2025-02-17,active,2026-02-05 05:59:30.431749
CARD_000095,ACC_000095,8719E524BE4F6FE6,2027-09-03,566A805A,2024-05-06,active,2024-09-29 17:43:31.731379
CARD_000096,ACC_000096,A983B85FF8FF373A,2029-04-22,9FBB3FDB,2024-02-19,active,2024-03-09 00:48:47.872222
CARD_000097,ACC_000097,835D355B2AD117CF,2026-10-13,92698E1A,2024-11-16,active,2024-04-26 07:00:54.441650
CARD_000098,ACC_000098,C8D28C9B3DFC6503,2026-09-27,9D3B5CE0,2024-09-24,inactive,2025-04-24 10:34:54.480102
CARD_000099,ACC_000099,40C16BAFAE34FACB,2028-12-30,7C10B2B5,2024-09-10,active,2024-06-05 09:24:33.690378
CARD_000100,ACC_000100,75A855B0B78E130C,2027-11-22,609F20CA,2024-11-24,active,2026-02-18 03:49:49.548874
CARD_000101,ACC_000101,706FA44FB96EEC51,2028-10-11,4F3618AC,2024-03-25,active,2025-07-07 17:09:15.847617
CARD_000102,ACC_000102,2F79B1FA65EEAC2B,2027-10-08,92E42938,2024-08-18,active,2025-01-27 03:31:54.105287
CARD_000103,ACC_000103,72CFC5EDB14EDD65,2028-03-03,F7F662D4,2024-10-30,active,2026-02-25 00:08:17.657072
CARD_000104,ACC_000104,41785E3E6BAF38E0,2027-11-19,E9B5F3EF,2024-06-15,active,2025-07-17 18:51:43.175103
CARD_000105,ACC_000105,9191CFDF493B5C6E,2028-06-15,0E083D22,2024-07-19,active,2025-10-16 09:43:13.533596
CARD_000106,ACC_000106,28DE219371937ADE,2028-11-30,8853547B,2024-02-15,active,2024-07-05 09:56:40.209870
CARD_000107,ACC_000107,B837709541DBED44,2027-09-23,3276241A,2025-01-09,active,2026-02-18 05:49:24.625571
CARD_000108,ACC_000108,14398EB36874CCD5,2026-03-24,7A05844C,2024-01-15,active,2024-01-17 11:02:00.657089
CARD_000109,ACC_000109,F93D2E6B7F1E9BD2,2028-12-17,C03761A6,2024-03-10,active,2024-10-13 00:05:23.065734
CARD_000110,ACC_000110,71D455506033151C,2028-10-17,EEBB35CE,2024-06-25,active,2025-08-28 22:06:05.564487
CARD_000111,ACC_000111,9885329BB5F5936E,2028-02-15,4A467853,2024-06-06,inactive,2024-06-02 21:27:08.446783
CARD_000112,ACC_000112,13868C15A6E9645C,2027-06-15,CD5FB1A9,2025-01-22,active,2024-09-04 01:08:27.651790
CARD_000113,ACC_000113,A24BBCFBF7E0BC62,2027-04-14,84799CF0,2024-02-12,active,2024-10-30 18:11:40.079427
CARD_000114,ACC_000114,14E4263BFE7AE177,2026-04-08,47407FC6,2024-01-06,active,2025-02-26 12:27:10.199833
CARD_000115,ACC_000115,1502E9E29BDD2231,2030-02-15,1667122A,2024-12-20,active,2025-11-15 01:25:59.852808
CARD_000116,ACC_000116,C0BD3A523D86E761,2026-07-11,8CA18783,2025-01-09,active,2024-01-12 21:23:35.065711
CARD_000117,ACC_000117,134C09A0D2A079CA,2026-11-03,CD859C8E,2024-09-12,active,2024-08-08 14:23:59.581968
CARD_000118,ACC_000118,C3CBA1C78C18A3FA,2028-05-04,33399CA6,2024-10-05,active,2024-01-30 15:24:59.989692
CARD_000119,ACC_000119,8C4B64DC86C6736F,2027-10-02,5FBE2397,2024-10-14,active,2025-11-03 03:34:49.553904
CARD_000120,ACC_000120,17580F61D36126A9,2026-03-31,5C2549DE,2025-02-26,active,2025-02-12 07:07:19.945513
CARD_000121,ACC_000121,A8FA51D5EA912CA8,2026-11-03,3B09977F,2024-11-26,active,2025-11-15 17:41:12.650860
CARD_000122,ACC_000122,E7574A7F4BB653DE,2028-01-28,01E2F620,2024-05-04,active,2024-08-18 00:54:48.365016
CARD_000123,ACC_000123,9027C0A505C8FAF9,2029-06-04,7BEC3CE8,2024-05-12,active,2025-07-17 15:43:38.405170
CARD_000124,ACC_000124,F471849A9AE57A3B,2026-12-28,E848EF18,2024-08-21,active,2025-05-05 01:23:33.568812
CARD_000125,ACC_000125,BBA66115B37F189C,2026-04-14,C29919E1,2024-11-16,active,2024-06-11 01:12:36.856674
CARD_000126,ACC_000126,4B9F7F38023EAFE3,2027-03-01,5892AB8E,2024-11-28,active,2025-07-05 03:38:36.435994
CARD_000127,ACC_000127,E2B93246CB6B3841,2028-03-18,BA61AC08,2024-02-12,active,2025-01-04 12:25:15.606720
CARD_000128,ACC_000128,0BD5DE7371D52DCF,2028-08-07,CDF3FFC6,2024-11-06,active,2025-12-28 11:06:46.382347
CARD_000129,ACC_000129,C75AE47CE3CDD162,2027-10-22,FE06452A,2024-10-17,active,2024-06-16 19:07:05.536681
CARD_000130,ACC_000130,6438C9AB3BA78D01,2029-07-08,F5038CED,2024-03-08,active,2024-03-01 06:21:02.640279
CARD_000131,ACC_000131,D8EE3A649401004D,2029-01-26,08289154,2024-05-31,active,2024-09-24 06:06:50.079328
CARD_000132,ACC_000132,CF9DAE075E57FD17,2029-01-07,A5504502,2025-01-08,active,2025-04-14 02:58:38.529702
CARD_000133,ACC_000133,037EC9AD76C28659,2028-04-30,AE206A04,2024-02-22,active,2024-02-15 22:57:16.953433
CARD_000134,ACC_000134,175B974A3789013C,2029-04-03,81694F89,2024-06-29,active,2024-03-09 18:25:17.153879
CARD_000135,ACC_000135,BD88DF49BEDEC19E,2026-11-30,037F82D8,2024-06-23,active,2025-03-25 15:59:00.560890
CARD_000136,ACC_000136,C1909F8482231C2F,2026-10-15,805FD4F9,2024-06-30,active,2025-02-15 23:30:05.429358
CARD_000137,ACC_000137,956280E2685ED880,2026-09-17,B5ED1891,2024-07-01,active,2024-07-03 16:50:18.428205
CARD_000138,ACC_000138,8D05CA5754C69AF2,2027-08-16,0AF06139,2024-08-23,active,2025-09-23 23:10:44.668349
CARD_000139,ACC_000139,AB4A2DA656730D47,2027-01-02,ADDD5EFD,2024-02-19,active,2025-05-20 14:50:09.385762
CARD_000140,ACC_000140,3D1E8D09F7AEB302,2029-02-19,43ABECE4,2024-12-25,inactive,2024-07-01 17:29:14.801242
CARD_000141,ACC_000141,D5B185A91BC97675,2029-06-11,42BA2FFD,2025-02-28,active,2024-04-15 04:08:31.986554
CARD_000142,ACC_000142,C02FEA6D32FC6F18,2026-04-10,698AC609,2024-12-25,active,2025-12-12 13:36:37.959371
CARD_000143,ACC_000143,436F94A57EF62195,2028-09-24,80E7FE02,2025-02-21,active,2026-01-26 17:35:36.546459
CARD_000144,ACC_000144,2B86D97D9918AE6B,2028-10-31,F486E726,2025-02-01,active,2025-09-17 09:03:42.737870
CARD_000145,ACC_000145,7F94C6389196FE4A,2027-06-18,1AC04B7B,2024-09-26,active,2025-02-06 04:52:22.002217
CARD_000146,ACC_000146,085D677E469A94EE,2027-11-17,C6FB8DD5,2024-03-04,active,2024-08-02 07:34:00.292906
CARD_000147,ACC_000147,46356637CDE19E29,2029-08-31,8AF422D5,2024-01-20,active,2025-06-27 16:55:45.207008
CARD_000148,ACC_000148,9695888F26E86A85,2026-06-06,3C253FC5,2024-01-22,active,2024-10-14 21:54:21.617900
CARD_000149,ACC_000149,367B24132BEA64B2,2028-06-26,AF100B58,2024-03-30,active,2025-08-30 16:45:38.446210
CARD_000150,ACC_000150,A506B72B81A93289,2028-02-05,35D61F41,2024-06-25,active,2024-01-04 23:11:52.892482
CARD_000151,ACC_000151,4895DB91E0F13536,2029-03-23,E405FDBE,2024-01-10,active,2024-11-18 23:10:29.432712
CARD_000152,ACC_000152,54DFE75B11A38435,2029-12-01,D0D14B5D,2024-02-18,active,2024-09-13 09:40:52.935765
CARD_000153,ACC_000153,30305C1E3256CF93,2028-12-10,103B5AEC,2025-01-25,active,2024-04-07 21:06:13.000511
CARD_000154,ACC_000154,9222AE6695F41768,2028-10-01,644EA357,2024-04-24,active,2024-08-23 02:35:20.968794
CARD_000155,ACC_000155,1C428E31454B2CC8,2030-02-25,E56899AE,2024-09-08,active,2025-11-11 03:00:48.338768
CARD_000156,ACC_000156,3E3457D5EEBE98CE,2028-12-23,F3E72B9C,2024-12-06,active,2024-11-13 18:14:44.857508
CARD_000157,ACC_000157,445C51F0FA5E555C,2026-03-18,139FB79C,2024-03-21,active,2025-08-20 15:05:05.861184
CARD_000158,ACC_000158,465756F39E97B40F,2026-11-28,2D36AE75,2024-09-07,active,2025-06-07 09:33:31.228777
CARD_000159,ACC_000159,2A62669DDA4F4399,2029-10-01,7CF56AA7,2024-04-11,active,2025-07-14 08:51:41.237317
CARD_000160,ACC_000160,C8E8575137B4CA64,2026-07-27,2A820908,2024-12-08,inactive,2026-02-27 01:22:37.352058
CARD_000161,ACC_000161,172D25C42249EB5A,2027-09-03,1B693C40,2024-05-02,active,2024-12-27 12:54:58.390499
CARD_000162,ACC_000162,067F6EC3E8FC6B99,2027-07-27,6AFD420D,2025-01-19,active,2026-01-05 09:22:17.354684
CARD_000163,ACC_000163,A85685EFBB2854A7,2029-11-10,0C82C3BC,2024-12-23,active,2024-07-07 01:45:52.744069
CARD_000164,ACC_000164,770AD87193B55CC6,2026-07-22,91CD1D15,2024-09-06,active,2024-11-17 22:52:31.892368
CARD_000165,ACC_000165,0AD8C2609AA0314A,2029-02-14,E63E34BC,2025-01-08,active,2025-01-17 13:26:18.309183
CARD_000166,ACC_000166,ADCB8B8C7C5E6C4A,2026-12-05,CCEF06A9,2024-11-10,active,2024-10-17 19:16:56.522781
CARD_000167,ACC_000167,AF2D85D5BF9D94C8,2028-04-27,455FA9C8,2024-02-02,active,2025-09-02 01:20:47.975606
CARD_000168,ACC_000168,E0E883EDC7D819CE,2030-02-26,AC150C69,2024-01-30,active,2024-01-16 20:43:34.791775
CARD_000169,ACC_000169,FAE419723300F861,2029-08-14,7A9FD21C,2024-11-15,active,2025-07-18 01:14:06.356446
CARD_000170,ACC_000170,669E6B788267244D,2028-04-19,692E4404,2024-06-08,active,2024-02-11 01:27:45.615347
CARD_000171,ACC_000171,FBDEB7EEAC945FFE,2027-11-29,3E3A34D1,2025-02-13,active,2024-12-20 20:38:02.726333
CARD_000172,ACC_000172,9A83FAE0CBE0AA7C,2028-11-04,2BAF1EF0,2024-11-14,active,2026-02-26 02:39:11.259700
CARD_000173,ACC_000173,C70ECDE0C15E2BDB,2028-10-18,3FCD2326,2024-07-07,active,2025-04-20 21:59:30.216868
CARD_000174,ACC_000174,598E3F75DDE1C832,2027-05-14,0379EBE8,2024-08-26,active,2024-08-24 07:53:46.160056
CARD_000175,ACC_000175,7A89D5A5BE2FCFDF,2027-07-30,4A1C3136,2025-02-14,active,2025-12-28 05:15:38.844198
CARD_000176,ACC_000176,527DADE00E3F255F,2029-11-03,7919640E,2024-04-27,active,2025-03-22 12:05:45.028553
CARD_000177,ACC_000177,1241D9181AD7F93C,2027-12-16,3847D22F,2024-04-21,active,2025-08-01 21:09:11.950043
CARD_000178,ACC_000178,969160E80811E0FD,2027-08-17,37D1E82E,2024-02-12,active,2024-03-14 12:49:16.861552
CARD_000179,ACC_000179,7B607F930F6D6777,2029-12-07,7D124907,2024-11-30,active,2024-10-08 08:06:15.166808
CARD_000180,ACC_000180,3814BB1F03E07B89,2026-11-28,CE3901E9,2024-03-28,active,2024-08-23 21:41:52.319984
CARD_000181,ACC_000181,8ECABB9092FC8F2D,2027-09-12,F4131E29,2024-05-17,active,2025-06-09 14:41:08.891909
CARD_000182,ACC_000182,A8AE3E9CF486266E,2026-11-22,0D5D5717,2024-12-19,active,2025-08-07 05:22:42.146019
CARD_000183,ACC_000183,8D49E5C40ADC8674,2028-10-21,705429A0,2024-01-28,active,2024-03-06 09:01:44.775054
CARD_000184,ACC_000184,BA9D3B0BB26CA787,2029-12-19,685BC99B,2024-03-28,active,2024-10-20 19:54:51.281448
CARD_000185,ACC_000185,342B744867523860,2027-01-29,0B95A591,2024-10-25,active,2024-11-29 08:50:40.037294
CARD_000186,ACC_000186,77B863D85B94C09C,2030-02-14,89756AB8,2024-04-06,active,2024-04-13 06:30:20.239850
CARD_000187,ACC_000187,652C57D3B950511D,2026-11-22,84DE2C1E,2024-09-24,active,2025-09-16 05:27:34.366864
CARD_000188,ACC_000188,E50B53D0CEF14011,2028-05-21,8B16C822,2024-08-31,active,2025-01-28 05:14:46.397494
CARD_000189,ACC_000189,4B47567F8DF4CF1A,2026-12-12,80F3F434,2024-06-26,active,2026-02-13 19:26:13.825823
CARD_000190,ACC_000190,BC31A103BA94B993,2029-03-12,BC0C7702,2024-11-17,active,2024-03-30 03:43:33.354875
CARD_000191,ACC_000191,0D944B6A6504A7A7,2028-05-30,A010DEC2,2024-03-28,active,2025-03-26 07:57:33.972470
CARD_000192,ACC_000192,4521A2B70C6CD9D2,2029-08-12,D653C86D,2024-05-30,active,2024-07-14 18:26:21.295963
CARD_000193,ACC_000193,FEDEEE34DC06404A,2027-12-26,B87E59F1,2024-02-08,active,2025-06-28 09:22:13.216126
CARD_000194,ACC_000194,9D0F2CEE6F54A136,2027-07-03,534A2F13,2024-05-26,active,2024-01-08 07:07:50.897066
CARD_000195,ACC_000195,EAFAB00518961CCE,2027-07-17,AA020FF7,2024-02-26,active,2024-11-26 22:16:23.095082
CARD_000196,ACC_000196,18F27EDAB838EF4E,2026-09-11,F0F86ECC,2024-09-22,active,2024-08-01 23:58:34.619118
CARD_000197,ACC_000197,86E2EE6ED492F2F1,2029-09-18,E54B633A,2025-02-12,active,2025-08-13 23:53:39.048629
CARD_000198,ACC_000198,A4700AD0D1A4C245,2027-08-05,7665AFF0,2025-02-05,active,2024-07-02 11:57:03.364341
CARD_000199,ACC_000199,4DF315E3D55F0D00,2028-11-02,DE1FD7AD,2024-01-27,active,2024-03-10 09:16:40.383584
CARD_000200,ACC_000200,162F2B1CE2E33398,2029-03-24,1354FC6F,2024-02-09,active,2024-05-19 09:00:02.766053
CARD_000201,ACC_000201,B923454C5956BF1E,2029-01-04,A01ACE7A,2024-04-23,active,2024-08-05 14:11:25.433649
CARD_000202,ACC_000202,32630C9B4F590C65,2029-12-22,A604BA77,2024-05-02,active,2025-06-28 00:12:31.970654
CARD_000203,ACC_000203,80E89F984FFFA356,2030-02-23,465AAACA,2024-03-08,active,2024-10-31 08:44:09.176110
CARD_000204,ACC_000204,536532C46C0721BA,2026-08-20,5B0EDD77,2024-10-10,active,2024-11-08 23:11:16.724125
CARD_000205,ACC_000205,B93AF4830D6D4D6E,2027-02-16,DC98AE07,2024-07-12,active,2025-06-17 15:00:28.020844
CARD_000206,ACC_000206,372AB4570DF39D0E,2029-06-06,3AE7CBA6,2025-02-21,inactive,2025-09-28 19:44:23.756828
CARD_000207,ACC_000207,3972D54B9D13C53F,2029-09-27,159ED8CD,2025-02-07,active,2025-05-05 08:26:18.473428
CARD_000208,ACC_000208,DA302613E5C4F9EA,2029-12-20,C46D1C7C,2024-04-21,active,2025-09-25 08:10:39.581457
CARD_000209,ACC_000209,5ECB0F5921DAD44B,2029-12-21,8F3F954F,2024-03-10,active,2024-09-04 07:48:29.373100
CARD_000210,ACC_000210,63FF202D9E09FE2B,2028-08-04,F25C4E8B,2024-10-27,active,2024-08-21 09:30:10.505450
CARD_000211,ACC_000211,D35CD76A35482A48,2026-08-12,2A08FBA9,2024-09-17,inactive,2024-10-04 19:30:39.281436
CARD_000212,ACC_000212,D97E99D3CFCF436C,2027-06-02,8599DC1B,2024-04-03,active,2024-06-27 20:21:46.556956
