card_id,account_id,customer_id,country_code,legal_entity,card_type,card_scheme,card_number_hash,card_tier,issued_date,expiry_date,card_status,is_primary_card,daily_limit,international_enabled,contactless_enabled,created_at,updated_at
CRD_0000020,ACC_0000020,CUST_000014,SG,SG_BANK,credit,VISA,2c73d57535a03bdffbabd26ca31d6bca0487534598eaced42643df9c67b5b8c4,Classic,2020-12-23,2023-12-28,expired,1,2430.0,1,1,2020-12-23 09:00:00,2025-12-31 23:59:59
CRD_0000021,ACC_0000021,CUST_000015,SG,SG_BANK,credit,MASTERCARD,eb8856eae62e1837f1b60b4fa6b5c97eed88fee2755ee085db99c23393694fce,Gold,2022-02-24,2027-02-28,active,1,7110.0,1,1,2022-02-24 09:00:00,2025-12-31 23:59:59
CRD_0000022,ACC_0000022,CUST_000016,SG,SG_BANK,credit,MASTERCARD,7c43350b4be60e86a7fbd2c644de44e592eaaa35afd7b43816472ce07e451850,Standard,2020-12-23,2023-12-28,expired,1,4980.0,1,1,2020-12-23 09:00:00,2025-12-31 23:59:59
CRD_0000023,ACC_0000023,CUST_000016,SG,SG_BANK,credit,MASTERCARD,bddb5e74a39bdfef13233659085690a4f6ceab593ea3cb32e2b07379ffc4b4ed,Standard,2020-11-21,2025-11-28,expired,1,6810.0,1,1,2020-11-21 09:00:00,2025-12-31 23:59:59
CRD_0000024,ACC_0000024,CUST_000017,SG,SG_BANK,credit,VISA,ce1b667a14d535d5809e3bf3d2aec30dfaa73a66c479abb96bd214165be7d4a4,Gold,2021-12-16,2024-12-28,expired,1,8310.0,1,1,2021-12-16 09:00:00,2025-12-31 23:59:59
CRD_0000025,ACC_0000025,CUST_000018,SG,SG_BANK,credit,MASTERCARD,2f39368fb7d47e3d84493b2abeca6b98b4fcfbcabfa91ca8994f11ea41821988,Standard,2024-04-23,2027-04-28,active,1,6930.0,0,1,2024-04-23 09:00:00,2025-12-31 23:59:59
CRD_0000026,ACC_0000026,CUST_000019,SG,SG_BANK,credit,VISA,86af2a5587489a4dd7c2cd8263467785ba709334812f09b718a9af2c625e82cd,Gold,2021-05-27,2024-05-28,expired,1,12390.0,1,1,2021-05-27 09:00:00,2025-12-31 23:59:59
CRD_0000027,ACC_0000027,CUST_000020,SG,SG_BANK,credit,VISA,6998903d880086ed44329618dc989f11d0664569878ee2b9f6086cf94b6409d7,Gold,2021-02-25,2026-02-28,active,1,8190.0,1,1,2021-02-25 09:00:00,2025-12-31 23:59:59
CRD_0000028,ACC_0000028,CUST_000021,SG,SG_BANK,credit,VISA,63914b9b943f9d4d6b2853470531344a6ef4bcf286b8f18c7877fc472aa448b5,Platinum,2020-06-23,2025-06-28,expired,1,47010.0,1,1,2020-06-23 09:00:00,2025-12-31 23:59:59
CRD_0000029,ACC_0000029,CUST_000021,SG,SG_BANK,credit,VISA,067406ce21448afbcdd316ec1d2f63949b2b9e72f4c97c316099bc5fb4989726,Platinum,2020-05-09,2025-05-28,expired,1,70710.0,1,1,2020-05-09 09:00:00,2025-12-31 23:59:59
CRD_0000030,ACC_0000030,CUST_000022,SG,SG_BANK,credit,VISA,1ce8b8b7f5b338cd597dec0e2686e2f5664d88e534af03c5aac5986fa20f1d79,Platinum,2023-07-13,2026-07-28,active,1,44220.0,1,1,2023-07-13 09:00:00,2025-12-31 23:59:59
CRD_0000031,ACC_0000031,CUST_000023,SG,SG_BANK,credit,MASTERCARD,909aafccbd6dcf2700c5e1bc73bd8f285731edb97f8bf83e81fae492cc10d6d8,Standard,2024-03-18,2029-03-28,active,1,5580.0,0,1,2024-03-18 09:00:00,2025-12-31 23:59:59
CRD_0000032,ACC_0000032,CUST_000024,SG,SG_BANK,credit,VISA,c6c5361b8b92cd43a54afc480948c48c26efa84dd2106b2f46918028f7352e7f,Classic,2020-07-03,2025-07-28,expired,1,3360.0,1,1,2020-07-03 09:00:00,2025-12-31 23:59:59
CRD_0000033,ACC_0000033,CUST_000025,SG,SG_BANK,credit,VISA,b013fbb45c7457086e953f4cd6d676259db87727bd77ba7ed6340ab8c33bc428,Gold,2021-03-27,2024-03-28,expired,1,13590.0,1,1,2021-03-27 09:00:00,2025-12-31 23:59:59
CRD_0000034,ACC_0000034,CUST_000026,SG,SG_BANK,credit,MASTERCARD,91c1eac067206357ae7cdb835469304769d0e1348cf2ad1e928be8c1667152ee,Gold,2021-01-02,2026-01-28,active,1,14970.0,1,1,2021-01-02 09:00:00,2025-12-31 23:59:59
CRD_0000035,ACC_0000035,CUST_000026,SG,SG_BANK,credit,VISA,35eee51d07589636641e360cb62af07e9083f7910e9c07a9d3e2ba0a7951f950,Gold,2020-04-21,2025-04-28,expired,1,10620.0,1,1,2020-04-21 09:00:00,2025-12-31 23:59:59
CRD_0000036,ACC_0000036,CUST_000027,SG,SG_BANK,credit,MASTERCARD,7bfdbaaa5abcb296bd56d3a0fd1d423a73eeb74649aa00735e6f99dd2ae04478,Gold,2022-02-03,2025-02-28,expired,1,6540.0,1,1,2022-02-03 09:00:00,2025-12-31 23:59:59
CRD_0000037,ACC_0000037,CUST_000028,SG,SG_BANK,credit,MASTERCARD,9e2c43526f2ea083c71db086c2e0be99af9daa1a2bcf87c3395b6a45042d2b98,Standard,2024-03-04,2029-03-28,active,1,4200.0,1,1,2024-03-04 09:00:00,2025-12-31 23:59:59
CRD_0000038,ACC_0000038,CUST_000029,SG,SG_BANK,credit,MASTERCARD,fad32e246b1118fa7a205ac301b0c2c6fbe0bd8dec86ec37d94469bfcbb18f6d,Standard,2022-05-15,2027-05-28,active,1,4770.0,0,1,2022-05-15 09:00:00,2025-12-31 23:59:59
CRD_0000039,ACC_0000039,CUST_000029,SG,SG_BANK,credit,VISA,ae0ce2339b830cb8b8e62ecdfc3a710c47722772b2da0dc061704bcb24994dee,Classic,2023-09-09,2026-09-28,active,1,4140.0,1,1,2023-09-09 09:00:00,2025-12-31 23:59:59
CRD_0000040,ACC_0000040,CUST_000030,SG,SG_BANK,credit,VISA,5afab28313b62b4e64eaa1638cb4d17f80995e1ca6dab878721a4fbf4a767b91,Classic,2022-09-23,2027-09-28,active,1,8520.0,1,1,2022-09-23 09:00:00,2025-12-31 23:59:59
CRD_0000041,ACC_0000041,CUST_000031,SG,SG_BANK,credit,MASTERCARD,40a22d35931986dd582adf98b4bf532362aa79a118b56bf1dd6dc0272fc020e8,Gold,2020-11-10,2025-11-28,expired,1,12420.0,1,1,2020-11-10 09:00:00,2025-12-31 23:59:59
CRD_0000042,ACC_0000042,CUST_000032,SG,SG_BANK,credit,MASTERCARD,339b8ac07c6cace9ada1b255d46df764e595e6eeec6ca2967f34b91de8e4a242,Gold,2024-04-03,2029-04-28,active,1,21330.0,1,1,2024-04-03 09:00:00,2025-12-31 23:59:59
CRD_0000043,ACC_0000043,CUST_000033,SG,SG_BANK,credit,VISA,a241593cca8eed07a4c4dfa5df7181059cfe5c32559fd915c6a57f2ca72a115a,Classic,2022-12-11,2025-12-28,expired,1,8160.0,0,1,2022-12-11 09:00:00,2025-12-31 23:59:59
CRD_0000044,ACC_0000044,CUST_000034,SG,SG_BANK,credit,MASTERCARD,886a2d00939b0ac9582b2225e172f8f029fc12ceb3a0c73c86aa93e10ecbdf45,Standard,2024-08-18,2027-08-28,active,1,3150.0,0,1,2024-08-18 09:00:00,2025-12-31 23:59:59
CRD_0000045,ACC_0000045,CUST_000035,SG,SG_BANK,credit,VISA,684d468d21f1678ffd0ac30bc76603e5026bfd676fec38565f79a0dc5173f217,Classic,2020-07-05,2025-07-28,expired,1,11940.0,0,1,2020-07-05 09:00:00,2025-12-31 23:59:59
CRD_0000046,ACC_0000046,CUST_000036,SG,SG_BANK,credit,VISA,27b7319ba011de1270835a4325562ea8103f930edb9cd6e3d056c1a9ebdddcab,Classic,2023-08-06,2028-08-28,active,1,4770.0,0,1,2023-08-06 09:00:00,2025-12-31 23:59:59
CRD_0000047,ACC_0000047,CUST_000036,SG,SG_BANK,credit,MASTERCARD,8f31a3187776fe3c9d684a2d45938c23ab1db6de68817737e4fb2928c16cbc88,Standard,2023-05-24,2028-05-28,active,1,3240.0,0,1,2023-05-24 09:00:00,2025-12-31 23:59:59
CRD_0000048,ACC_0000048,CUST_000037,SG,SG_BANK,credit,MASTERCARD,19e660fe799c777ab0f948342168b75fa5e510cfd903bd9ab6026dbb19955106,Standard,2021-10-23,2026-10-28,active,1,4800.0,0,1,2021-10-23 09:00:00,2025-12-31 23:59:59
CRD_0000049,ACC_0000049,CUST_000038,SG,SG_BANK,credit,VISA,990602532f9e367f5e93f1719a8c4d1d744f6180eed3a158d80a53b09382f63f,Gold,2021-03-17,2024-03-28,expired,1,6090.0,1,1,2021-03-17 09:00:00,2025-12-31 23:59:59
CRD_0000050,ACC_0000050,CUST_000039,SG,SG_BANK,credit,MASTERCARD,3fb9a16d9cf16071ad2aff6b2159d6e2d8847df5a5912ba09fb8a7dd49001d33,Standard,2020-05-23,2025-05-28,expired,1,3210.0,0,1,2020-05-23 09:00:00,2025-12-31 23:59:59
CRD_0000051,ACC_0000051,CUST_000040,SG,SG_BANK,credit,MASTERCARD,e47c1952769d168f825aebf0b6a50f0d09231dbfd95d1669e388340891235fb6,Standard,2021-02-12,2024-02-28,expired,1,4260.0,0,1,2021-02-12 09:00:00,2025-12-31 23:59:59
CRD_0000052,ACC_0000052,CUST_000041,SG,SG_BANK,credit,MASTERCARD,dcfb69656e79cdf6c97164944776c755830d706e85113cd99b19804f93341ad4,World,2023-10-24,2026-10-28,active,1,43710.0,1,1,2023-10-24 09:00:00,2025-12-31 23:59:59
CRD_0000053,ACC_0000053,CUST_000042,SG,SG_BANK,credit,VISA,56d59c68ed9968735e898916b7d860a2aca3072e9f67062522d5f8c668e3736f,Classic,2021-05-06,2026-05-28,active,1,4320.0,0,1,2021-05-06 09:00:00,2025-12-31 23:59:59
CRD_0000054,ACC_0000054,CUST_000043,SG,SG_BANK,credit,MASTERCARD,b54ca3501b9b0cbbbdda482d0d68819c2df783e919caca49b893fde39f7b97dc,Standard,2024-05-26,2027-05-28,active,1,6750.0,1,1,2024-05-26 09:00:00,2025-12-31 23:59:59
CRD_0000055,ACC_0000055,CUST_000044,SG,SG_BANK,credit,MASTERCARD,e7580d9aec236cf8f62684714ef3cb0d8a0c77b049aeda24cacc6be7da426a3b,World,2021-02-26,2026-02-28,active,1,21390.0,1,1,2021-02-26 09:00:00,2025-12-31 23:59:59
CRD_0000056,ACC_0000056,CUST_000045,SG,SG_BANK,credit,MASTERCARD,12f3d3e301be1f76c17259d743218343bf2854354b9f57ad99898b5a490420be,Standard,2021-09-26,2024-09-28,expired,1,1800.0,0,1,2021-09-26 09:00:00,2025-12-31 23:59:59
CRD_0000057,ACC_0000057,CUST_000046,SG,SG_BANK,credit,MASTERCARD,530c51555877969442369ba01053bde57e7d9e3ff63d5a52e1ac3717994b4cef,Standard,2023-12-16,2028-12-28,active,1,5070.0,1,1,2023-12-16 09:00:00,2025-12-31 23:59:59
CRD_0000058,ACC_0000058,CUST_000047,SG,SG_BANK,credit,MASTERCARD,78e36f9483bfa65e8cd19b6bea9ac4e3b9f4b3577d7b9f838a4df5a4beee63b7,World,2022-12-05,2027-12-28,active,1,48300.0,1,1,2022-12-05 09:00:00,2025-12-31 23:59:59
CRD_0000059,ACC_0000059,CUST_000048,SG,SG_BANK,credit,MASTERCARD,e635bd0856491be7f60219caad17234e7aa36313dcdd40230ccde895e02fa0a1,World,2022-03-01,2025-03-28,expired,1,61560.0,1,1,2022-03-01 09:00:00,2025-12-31 23:59:59
CRD_0000060,ACC_0000060,CUST_000049,SG,SG_BANK,credit,MASTERCARD,da1e338e243195003f3c9c1447f9127164a27cf2363992135d222189d253c94f,Gold,2021-07-12,2026-07-28,active,1,20880.0,1,1,2021-07-12 09:00:00,2025-12-31 23:59:59
CRD_0000061,ACC_0000061,CUST_000050,SG,SG_BANK,credit,MASTERCARD,01087c350600b38b9c3fdce39a961a7ed123189eafb58d3465f0873cca81aefe,Gold,2022-05-17,2027-05-28,active,1,6120.0,1,1,2022-05-17 09:00:00,2025-12-31 23:59:59
CRD_0000062,ACC_0000062,CUST_000051,SG,SG_BANK,credit,VISA,01cac4b290459bcddc70e25efae58b0efac5f34095fcd5194de1530971bc1c21,Platinum,2022-05-21,2025-05-28,expired,1,28680.0,1,1,2022-05-21 09:00:00,2025-12-31 23:59:59
CRD_0000063,ACC_0000063,CUST_000052,SG,SG_BANK,credit,MASTERCARD,c53ca17377b5f566efe4d3acbfe005691933667ab7c3aae2e4be1d7a18f98c2e,Standard,2024-02-02,2029-02-28,active,1,5610.0,1,1,2024-02-02 09:00:00,2025-12-31 23:59:59
CRD_0000064,ACC_0000064,CUST_000053,SG,SG_BANK,credit,VISA,885c03d6549c116aed23420a63689d1deed4efb0507a518866983073c94ff4e0,Gold,2020-01-15,2025-01-28,expired,1,8040.0,1,1,2020-01-15 09:00:00,2025-12-31 23:59:59
CRD_0000065,ACC_0000065,CUST_000053,SG,SG_BANK,credit,VISA,f8dbc0add24bdaff3085dc598997cdf208d5c4dc222f11f2450c0b893c7fa34b,Gold,2024-12-01,2029-12-28,active,1,17730.0,1,1,2024-12-01 09:00:00,2025-12-31 23:59:59
CRD_0000066,ACC_0000066,CUST_000054,SG,SG_BANK,credit,VISA,61dc584c5babc7d4de9b7f934bda73ec2b35967fe3daa5491d04e0d5c8576848,Gold,2023-07-27,2026-07-28,active,1,20940.0,1,1,2023-07-27 09:00:00,2025-12-31 23:59:59
CRD_0000067,ACC_0000067,CUST_000055,SG,SG_BANK,credit,MASTERCARD,90fde5e3ce5c6f75d180300f0c84473a39301fd580df70ac294fabe55c85731f,Standard,2022-10-07,2025-10-28,expired,1,5700.0,1,1,2022-10-07 09:00:00,2025-12-31 23:59:59
CRD_0000068,ACC_0000068,CUST_000055,SG,SG_BANK,credit,VISA,9737d6a7b9933760e65b2c6aef5e309efd1d3c848ce2edd1df64133c79c26a78,Classic,2022-08-19,2025-08-28,expired,1,7260.0,0,1,2022-08-19 09:00:00,2025-12-31 23:59:59
CRD_0000069,ACC_0000069,CUST_000056,SG,SG_BANK,credit,MASTERCARD,ed15f97e14eab6a68b6ef80bcfc8894ec3157e8f722301244d5f99a641b5468a,Standard,2024-11-01,2027-11-28,active,1,10770.0,0,1,2024-11-01 09:00:00,2025-12-31 23:59:59
CRD_0000070,ACC_0000070,CUST_000056,SG,SG_BANK,credit,VISA,6b983ee20dccc75365b8c2582bcb9f73c5db97fa2eb51caed192778a789680a1,Classic,2021-05-27,2026-05-28,active,1,5520.0,1,1,2021-05-27 09:00:00,2025-12-31 23:59:59
CRD_0000071,ACC_0000071,CUST_000057,SG,SG_BANK,credit,VISA,266b1348152d7a7efb0ea75663a2ae2ab16842fc0e46ab01c56fe36891593402,Gold,2021-05-05,2024-05-28,expired,1,7110.0,1,1,2021-05-05 09:00:00,2025-12-31 23:59:59
CRD_0000072,ACC_0000072,CUST_000058,SG,SG_BANK,credit,MASTERCARD,4f410735078404c98d5a827c29161f01e34cd904a352e5606e5172b975b1dc2a,Standard,2023-05-03,2026-05-28,active,1,4110.0,1,1,2023-05-03 09:00:00,2025-12-31 23:59:59
CRD_0000073,ACC_0000073,CUST_000059,SG,SG_BANK,credit,MASTERCARD,05b71739469e413da511e4000796a9b32ca1b2ac9d5acf4267c916a93e60ff71,Standard,2023-03-18,2028-03-28,active,1,4290.0,0,1,2023-03-18 09:00:00,2025-12-31 23:59:59
CRD_0000074,ACC_0000074,CUST_000060,SG,SG_BANK,credit,VISA,81f96d522d83182d6315d779dac66f8a9711be16c507ae1c40a083f6469a2597,Classic,2024-12-26,2029-12-28,active,1,7710.0,0,1,2024-12-26 09:00:00,2025-12-31 23:59:59
CRD_0000075,ACC_0000075,CUST_000061,SG,SG_BANK,credit,MASTERCARD,6a6bab9a8d868cd8589fb70b7882d86fc66827ece292cd251e6ee1e9a40c5d8a,Standard,2024-11-21,2029-11-28,active,1,4230.0,0,1,2024-11-21 09:00:00,2025-12-31 23:59:59
CRD_0000076,ACC_0000076,CUST_000061,SG,SG_BANK,credit,VISA,2beab92d8ad652beb7efc9dd76967dfe50e683ef0192bbf27e2fed0b3befa69f,Classic,2020-06-23,2023-06-28,expired,1,5730.0,0,1,2020-06-23 09:00:00,2025-12-31 23:59:59
CRD_0000077,ACC_0000077,CUST_000062,SG,SG_BANK,credit,MASTERCARD,92558c0ebac8c687fb8eb123ecdfb6c07051f86850c4a29daf3c144067307714,Standard,2020-03-12,2025-03-28,expired,1,6000.0,0,1,2020-03-12 09:00:00,2025-12-31 23:59:59
CRD_0000078,ACC_0000078,CUST_000063,SG,SG_BANK,credit,VISA,9c5d5dfdc511690a36d9b5e5b201c3e7ccc0d231a0bd25fc0650b8b859993523,Platinum,2024-12-14,2027-12-28,active,1,31080.0,1,1,2024-12-14 09:00:00,2025-12-31 23:59:59
CRD_0000079,ACC_0000079,CUST_000063,SG,SG_BANK,credit,VISA,ed3317ac2274d2dc7f2e6d9e8e7f8f851ba5ea13f0da73fe93fa3b30dc9c58a1,Platinum,2023-11-13,2028-11-28,active,1,29280.0,1,1,2023-11-13 09:00:00,2025-12-31 23:59:59
CRD_0000080,ACC_0000080,CUST_000064,SG,SG_BANK,credit,VISA,845df2904b33a50e44b4b159c600587f3be2c62b1e6f9f0c193a2512bb0ac4a6,Gold,2024-07-19,2027-07-28,active,1,8670.0,1,1,2024-07-19 09:00:00,2025-12-31 23:59:59
CRD_0000081,ACC_0000081,CUST_000065,SG,SG_BANK,credit,MASTERCARD,50a0456cf778a98eda4c638683e4a64f988d41cbc80e50da20905c9171e0a3b7,World,2020-02-10,2025-02-28,expired,1,37410.0,1,1,2020-02-10 09:00:00,2025-12-31 23:59:59
CRD_0000082,ACC_0000082,CUST_000066,SG,SG_BANK,credit,MASTERCARD,dc81698739d60791238c65db65f82d32469f20a4a4e6540c554be6e70edd4521,Standard,2021-05-10,2024-05-28,expired,1,11400.0,1,1,2021-05-10 09:00:00,2025-12-31 23:59:59
CRD_0000083,ACC_0000083,CUST_000067,SG,SG_BANK,credit,MASTERCARD,cee164a8d861035fac5829fdbb4440d57c0b9cbc15c48141eedf5ca606ee45c3,Standard,2022-01-16,2025-01-28,expired,1,4410.0,1,1,2022-01-16 09:00:00,2025-12-31 23:59:59
CRD_0000084,ACC_0000084,CUST_000067,SG,SG_BANK,credit,VISA,6ada703320b738010edddda9215ea9015074c45a1fd5b44ac9377f2e7f503902,Classic,2023-12-08,2026-12-28,active,1,8820.0,1,1,2023-12-08 09:00:00,2025-12-31 23:59:59
CRD_0000085,ACC_0000085,CUST_000068,SG,SG_BANK,credit,VISA,36fa88dd531f8bfa283b445cd9e3ab481f29c906b3a4d1176e242ae3a7df96fe,Gold,2023-10-13,2028-10-28,active,1,28530.0,1,1,2023-10-13 09:00:00,2025-12-31 23:59:59
CRD_0000086,ACC_0000086,CUST_000069,SG,SG_BANK,credit,MASTERCARD,5e9f024495fda6f533e54e81410f60aed50bfc56a0ac643bcc08cc1a4da0b69e,Standard,2021-06-12,2024-06-28,expired,1,10110.0,1,1,2021-06-12 09:00:00,2025-12-31 23:59:59
CRD_0000087,ACC_0000087,CUST_000070,SG,SG_BANK,credit,VISA,792eb458f18958300369d978b3f399bb70867a7988665a499079582e6391edb3,Classic,2021-01-07,2026-01-28,active,1,5670.0,1,1,2021-01-07 09:00:00,2025-12-31 23:59:59
CRD_0000088,ACC_0000088,CUST_000071,SG,SG_BANK,credit,VISA,9fa5057b590362db45f3719cab981efd68434afa5ecab0dad1ace80127e93d18,Classic,2023-01-09,2028-01-28,active,1,5100.0,1,1,2023-01-09 09:00:00,2025-12-31 23:59:59
CRD_0000089,ACC_0000089,CUST_000072,SG,SG_BANK,credit,VISA,e15afde18d9e02253632b3d0f6e7cfff0aa8d8a47b912f7e6f42238605d22a43,Gold,2020-11-28,2025-11-28,expired,1,33450.0,1,1,2020-11-28 09:00:00,2025-12-31 23:59:59
CRD_0000090,ACC_0000090,CUST_000073,SG,SG_BANK,credit,MASTERCARD,59492ccac80a723077cbb40c986e204c63959d803d796d8e9e3d1a04205bdc4e,Gold,2023-07-25,2028-07-28,active,1,19230.0,1,1,2023-07-25 09:00:00,2025-12-31 23:59:59
CRD_0000091,ACC_0000091,CUST_000073,SG,SG_BANK,credit,MASTERCARD,c21a74661f51433315e98033c8b26d72affc85203838a2f9a0792205e80734ce,Gold,2022-09-12,2027-09-28,active,1,16590.0,1,1,2022-09-12 09:00:00,2025-12-31 23:59:59
CRD_0000092,ACC_0000092,CUST_000074,SG,SG_BANK,credit,MASTERCARD,f6b63875f7b89b9d158b811f3565b99662e834bb83d98e4f316904625d714877,Standard,2024-05-07,2029-05-28,active,1,7140.0,1,1,2024-05-07 09:00:00,2025-12-31 23:59:59
CRD_0000093,ACC_0000093,CUST_000075,SG,SG_BANK,credit,MASTERCARD,d11fdbf75b381443973cd56a097e285af51c18cc9ee1c58b6a2626f2212d4003,World,2023-08-12,2026-08-28,active,1,5100.0,1,1,2023-08-12 09:00:00,2025-12-31 23:59:59
CRD_0000094,ACC_0000094,CUST_000076,SG,SG_BANK,credit,VISA,14e944de46c476617c6f2d7d0295096816018b99220ced6f00dbc0c8ff719f4e,Gold,2022-03-10,2025-03-28,expired,1,27000.0,1,1,2022-03-10 09:00:00,2025-12-31 23:59:59
CRD_0000095,ACC_0000095,CUST_000077,SG,SG_BANK,credit,VISA,affc26a6592a4e934dbc22756900b8485fc6022d39c8a702ccb5ddb20c59560d,Platinum,2023-04-06,2028-04-28,active,1,38070.0,1,1,2023-04-06 09:00:00,2025-12-31 23:59:59
CRD_0000096,ACC_0000096,CUST_000078,SG,SG_BANK,credit,MASTERCARD,bba9359458dbefbaf89d4a66b5032d801d09171152415c8e195dd663542d6a22,World,2023-12-20,2026-12-28,active,1,49830.0,1,1,2023-12-20 09:00:00,2025-12-31 23:59:59
CRD_0000097,ACC_0000097,CUST_000079,SG,SG_BANK,credit,MASTERCARD,683c5bdeef413bb36091018a7a6e2d5c609f13775aa0a9a5deef6808d51ea7c0,Standard,2021-10-24,2026-10-28,active,1,4200.0,0,1,2021-10-24 09:00:00,2025-12-31 23:59:59
